Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Words,Billboards
Queensland flooding in pictures,http://www.abc.net.au/local/photos/2013/01/25/3676559.htm,25/01/2013,http://www.abc.net.au/reslib/201301/r1063637_12483793.jpg,Farewell from Rockhampton,Copyright: ABC | Source: pic.twitter.com/tqedJRgx | Byline: Sophie Connolly,"Disasters and Accidents, Disasters and Accidents:Floods,",ABC Western Queensland,QLD,Rockhampton,"abc western queensland, ross kay, pictures, photos, news, floods, queensland, flooding, rescue, rockhampton, central queensland, ex tropical cyclone oswald,",-23.5782,151.0106,http://www.abc.net.au/local/photos/2013/01/25/3676559-mediarss.xml, Ex-tropical cyclone Oswald continues to make its way south along the Queensland coastline dumping heavy rain and bringing strong wind gusts Emergency crews have rescued several people from floodwaters across the state and are expecting a hectic weekend with rainfalls of more than 400mm predicted for some areas This morning a severe weather warning was in place for the Capricornia Wide Bay and Burnett and parts of the Central Coast and Whitsundays Central Highlands and Coalfields and Southeast Coast forecast districts <div id=hero_bottom><iframe class=hero width=700 height=394 src=http//wwwyoutubecom/embed/m-Z3cCoa9Ps frameborder=0 allowfullscreen></iframe>,"images/1572.png"
Toowoomba artists splash back after flood,http://www.abc.net.au/local/photos/2013/01/11/3668305.htm,11/01/2013,http://www.abc.net.au/reslib/201301/r1057933_12361765.jpg,"""The water to me looked like frothy ginger beer...it was a really drunken chaos of froth,"" says Jennifer Wright Summers.",Copyright: ABC | Source: ABC Southern Qld | Byline: Peter Gunders,"Arts and Entertainment, Arts and Entertainment:Contemporary Art, Community and Society,",ABC Southern Queensland,QLD,Toowoomba,splashing back arts toowoomba flood memorial mosaic jennifer wright summers,-27.9622,152.3528,http://www.abc.net.au/local/photos/2013/01/11/3668305-mediarss.xml, Local artists are busy putting the final touches on mosaics designed to celebrate how the Toowoomba community came together following the infamous flash flood of January 10 2011 Jennifer Wright Summers president of Arts Council Toowoomba says mosaics were chosen as the medium for the Splashing Back project because they deflect water We thought of sculptures and other sorts of monuments but we came up with this idea as a creative way of expressing the stories It splashes back the water That echoes the resilience of our community The mosaics have QR codes embedded into them so people can use a mobile phone or tablet to scan and hear the stories from the people involved We're splashing back with more enthusiasm and more social cohesion than we've had in the past Jennifer Wright Summers says The mosaics will be officially launched at an event in April     Jennifer Wright (Summers) talks about her work for Splashing Back,"images/1580.png"
Remember this? Newcastle's 2012,http://www.abc.net.au/local/photos/2012/11/21/3637898.htm,21/11/2012,http://www.abc.net.au/reslib/201207/r967294_10454062.JPG,"Martin Ballangarry, OAM, visiting from Nambucca, took part in the Lake Macquarie NAIDOC celebrations.",Copyright: ABC | Source: ABC Local | Byline: Theresa Rockley-Hogan,"Arts and Entertainment, Community and Society, Disasters and Accidents, Disasters and Accidents:Fires",ABC Newcastle NSW,NSW,Newcastle,newcastle hunter 2012 remember year in review 1233 abc storm bushfire super moon floods olympics paralympics knights jets coal-seam gas NAIDOC shark attack figs laman st,-33.1298,151.3828,http://www.abc.net.au/local/photos/2012/11/21/3637898-mediarss.xml, There were wild storms bushfires and shark attacks But also inspiring Olympians and Paralympians gifted surfers and amazing astronomical events Let look back at 2012 in the Hunter including the highlights for 1233 ABC Newcastle In February</strong> drama soon arrived with the controversial Laman St fig trees finally chopped down amid heated and emotional protests that made national news bulletins After years of dissent and millions of dollars spent by Newcastle City Council the area around Civic Park was unrecognisable after the historic trees were removed Meanwhile footy fans were beside themselves with anticipation of the coming NRL season with super coach Wayne Bennett leading the Newcastle Knights and the deep pockets of the Tinkler group at the team disposal Alas the high hopes weren't to be realised with inconsistent performances resulting in the Knights missing the finals In March</strong> Surfest also benefited from an influx of Tinkler funds enabling it to upgrade events and lure top surfers from around the world With its highest prize-money ever on offer 800 competitors took part at Merewether Beach tackling some impressive waves Brazilian Willian Cardoso won the men event with Sally Fitzgibbons the women winner Soon after Upper Hunter residents were relieved by the dramatic capture of notorious fugitive Malcolm Naden in a remote homestead near Gloucester after seven years on the run In April</strong> the big wet continued with the coast experiencing its wettest week in a year But boating and sailing enthusiasts weren't deterred with Port Stephens hosing a major regatta in stormy seas and a superboats event attracting thousands to Newcastle Harbour In May</strong> astronomy buffs and keen photographers were out in force to see the supermoon an extra-bright and large full moon that provided some stunning images especially around the cliffs and surf of Newcastle coast In sport Knights fans were disappointed when captain Kurt Gidley suffered a season-ending injury and the Wallabies played an historic first-ever rugby union test in Newcastle losing to Scotland in atrocious conditions As winter set in June </strong> again brought wild weather to Newcastle and the Hunter Waves were breaking a couple of kilometres off the coast and the massive swell flooded Newcastle Ocean Baths and caused erosion at local beaches The surf was a dangerous place for other reasons when a man escaped uninjured from an attack by a 2m great white shark as he paddled his surf ski off Redhead Beach At 1233 we were inundated by stunning photographs as we held our first Portrait Prize which was won by Sarah Jozefiak with an atmospheric black-and-white self-portrait And the astronomy buffs were out in force again this time for the Transit of Venus In July</strong> more amazing pictures came from NAIDOC celebrations in Newcastle and at Lake Macquarie and the 1233 Challenge Cup contest was won by the New Lambton Starlings girls soccer team Newcastle also cemented its reputation for taking out reality-tv contests with Maitland locals Brad and Lara winning record prize money in The Block  Coal-seam gas protests were in the news in August </strong> as Fullerton Cove locals fought to prevent exploratory drilling In the lead-up to the local government elections local developer Jeff McCloy announced his candidacy for Lord Mayor And at the London Olympics Lake Macquarie sailors Iain Jensen and Nathan Outteridge sent Wangi Wangi into a frenzy of celebration when they won gold In September</strong> the world attention turned to the Paralympics with another Lake Macquarie sailor Liesl Tesch winning gold and champion wheelchair athlete Kurt Fearnley bringing home bronze and silver Teenager Maddie Elliott from Port Stephens also excelled The bushfire season got off to an early start with a blaze in inaccessible scrub at Dudley coming dangerously close to homes The local government elections saw Jeff McCloy installed as Newcastle new Lord Mayor as well as the first female mayor of Lake Macquarie Jodie Harrison In early October</strong> more wild weather blasted the coast with snow on the Barringtons as NSW experienced an unseasonal cold snap At the Civic Theatre 1233 celebrated another successful Night at the Wireless  The Newcastle Jets announced new marquee signing Emile Heskey and with his goal-scoring prowess got off to a great start to the season The hot weather finally kicked in as November</strong> arrived with a bushfire in the Edgeworth area threatening homes and having to be water-bombed Meanwhile the 1233 Movocastrians devoted themselves to growing moustaches for Movember and Newcastle Council tried to avoid another fig debacle this time at Hamilton And the Hunter was at the centre of national attention when abuse of children by Catholic clergy in the region and allegations of cover-ups from a local detective led to the Prime Minister announcing a wide-ranging Royal Commission As the year wound to a close home-grown former billionaire Nathan Tinkler who is now worth considerably less was dealing with financial problems and legal cases plaguing a number of his companies In December</strong> things only got worse for the mining magnate with the Australian Tax Office moving to wind up the Newcastle Knights the Jets and Hunter Sports Group over unpaid tax of $27million However HSG stated it would pay the money owed as soon as possible and it would be business as usual for the two teams As Christmas approached the State Government was seen as Santa by some and the Grinch by others when it announced Newcastle rail line would be cut at Wickham After literally decades of indecision the government has now promised $120million for the project which will see the rail corridor retained for green space eight new crossings and increased bus services from a transport interchange at Wickham,"images/1593.png"
Pictures of the flooding in the South West and Great Southern,http://www.abc.net.au/local/photos/2012/12/13/3653833.htm,13/12/2012,http://www.abc.net.au/reslib/201212/r1048290_12151312.jpg,Tambellup,Copyright: Audience submitted | Source: Audience submitted | Byline: Richard Poulish,"Disasters and Accidents:Floods, Disasters and Accidents:Storm, Weather:Rainfall,",ABC South West WA,WA,Collie,"southwest, flood, collie, weather,",-33.0633,116.5547,http://www.abc.net.au/local/photos/2012/12/13/3653833-mediarss.xml, These are some images of the rising waters from over the last 24 hours sent in to us on our Facebook pages and taken by ABC journalists According to forecaster Neil Bennett one of the heaviest falls in the 24 hours to 9am was at Yourdamung Lake which registered 210mm That a December record he says and a December record for the South West It was the fifth wettest day ever in WA adds Neil and many centres received their average summer rainfall in a matter of hours The Bureau is still warning of severe thunderstorms for the South West and Lower West with the demarcation line Busselton Cape Naturaliste Margaret River and Bridgetown Keep up to date with information from the Bureau and also monitor river levels with the Department of Water,"images/1594.png"
Stories from the Daly River,http://www.abc.net.au/local/photos/2012/11/08/3628468.htm,8/11/2012,http://www.abc.net.au/reslib/201211/r1030642_11784029.jpg,Cooling off at the Daly River crossing,Copyright: ABC | Source: Daly River | Byline: Maree Yoelu,"Arts and Entertainment:Radio, Community and Society, Community and Society:Indigenous (Aboriginal and Torres Strait Islander), Environment",ABC Darwin,NT,Daly River,"daly river stories, outside broadcast, flooding, wet season, indigenous community, news, weather, river, photography",-13.7535,130.6965,http://www.abc.net.au/local/photos/2012/11/08/3628468-mediarss.xml, It is more than just a river as ABC Darwin found out on a visit to meet some of the local residents There is a particularly beautiful local Indigenous perspective on the first rains of the season Miriam Rose Ungunmerr Baumann explains it is especially so for the local families who have lost loved ones during the year There always a tear when the first rains come because their footprints are washed away Miriam says Click play on the above audio-photo slideshow to hear one of these special stories 1057 Arvos will broadcast live from Daly River today in a special program to highlight the stories of the river ahead of this year wet season Tune in online and on 1057 ABC Darwin with Richard Margetson from 2pm today to hear this story and more     First rains,"images/1637.png"
Adelaide gets over half of June average rainfall in 24 hours,http://www.abc.net.au/local/photos/2012/06/21/3530711.htm,21/06/2012,http://www.abc.net.au/reslib/201206/r961561_10347905.jpg,Creeks were flowing in the Mount Lofty Ranges,Copyright: ABC | Source: ABC Adelaide | Byline: Brett Williamson,"Weather:Rainfall,",ABC Adelaide,SA,Adelaide,"rain, rainfall, flooding, weather, environment, water, creeks, rivers, Adelaide Hills, Mt Lofty Ranges, storms",-35.0295,138.6982,http://www.abc.net.au/local/photos/2012/06/21/3530711-mediarss.xml, South Road had one lane closed due to localised flooding and further south Winery Road at Currency Creek was closed due to water flowing over the road Rainfall The burst of rain has brought Adelaide month-to-date total up to 74mm just under the June of average of 81mm The year-to-date total is currently 269mm well over the January to June average of 240mm At 600pm since the storm began last night Belair has recorded approximately 90mm Adelaide airport 492mm Kuitpo 690mm Mt Lofty 622mm Noarlunga 512mm and Strathalbyn 358mm Further showers are forecast for Friday with generally overcast conditions expected until the middle of next week Police are advising motorists to take extra care in the wet conditions not drive over roads covered by flooded creeks and turn lights out in overcast conditions,"images/1768.png"
Ripping up carpet and stacking furniture: Gippsland's flood event,http://www.abc.net.au/local/photos/2012/06/06/3519739.htm,6/06/2012,http://www.abc.net.au/reslib/201206/r954027_10207272.JPG,,Copyright: ABC | Source: ABC Gippsland | Byline: Rhiana Whitson,"Disasters and Accidents, Disasters and Accidents:Emergency Incidents, Disasters and Accidents:Emergency Planning, Human Interest",ABC Gippsland Vic,VIC,Sale,gippsland-floods emergency-services stratford avon-river,-38.3125,147.3668,http://www.abc.net.au/local/photos/2012/06/06/3519739-mediarss.xml, When Prue and Anthony Cliff heard news that the Avon River was expected to peak on Tuesday the Stratford couple began preparing their home and dairy farm for the worst Thankfully the flood waters stayed in the paddock but as Prue explains when you live on a flood plain you can never be too prepared The couple have seen floods before the last being the 2007 floods when their home was inundated with a few inches of water The house was severely damaged by the 1990 floods This time around it the couples dairy farm that been damaged most Anthony says it will cost a minimum of $300000 to repair damage to the farm But although the damage bill is significantly less than the $15 million spent on fixing the farm after the 1990 floods it still means a lot of hard work for the couple I reckon it will be about a month of hard labour Anthony says It could have been worse though he says Prue agrees It a good chance to have a good spring clean Prue says staring at her ripped up carpet and stacked furniture     Prue Cliff Stratford dairy farmer explains how to pack up a house in case of a flood,"images/1782.png"
The big low brings the big wet: your photos from around Gippsland,http://www.abc.net.au/local/photos/2012/06/05/3518858.htm,5/06/2012,http://www.abc.net.au/reslib/201206/r953572_10196757.jpg,"Avon River, Bushy Park",Copyright: ABC | Source: User Generated | Byline: Kerry Clarke,"Disasters and Accidents:Floods,",ABC Gippsland Vic,VIC,Sale,"floods, emergency, ABC, Gippsland",-38.4125,146.7668,http://www.abc.net.au/local/photos/2012/06/05/3518858-mediarss.xml, A huge dump of rain from a low pressure system off the eastern coast lead to fast-rising flood waters in Heyfield Bairnsdale Walhalla Yarram and right across communities in Gippsland Last night massive downpour caught many off guard as fast-rising floodwaters quickly rose past expected levels; in the morning light today Gippslanders snapped the result of the overnight inundation and fired them in to ABC Gippsland via their phones or computers - here what they saw,"images/1784.png"
Film lovers flood back to the Rex Theatre,http://www.abc.net.au/local/photos/2012/04/23/3483330.htm,23/04/2012,http://www.abc.net.au/reslib/201204/r930131_9740760.jpg,Charlton residents line up for the gala opening of the Rex Theatre,Copyright: ABC | Source: ABC Central Victoria | Byline: Corey Hague,"Arts and Entertainment, Arts and Entertainment:Theatre, Community and Society, Community and Society:Charities",ABC Central Victoria,VIC,Charlton,"Rex Theatre, Charlton, floods, David Pollard, Dave Lennon, Charity, theatre, vicfloods",-36.2659,143.3477,http://www.abc.net.au/local/photos/2012/04/23/3483330-mediarss.xml, The Rex Theatre in Charlton has come a long way from initial fears that the cinema would never re-open thanks to the generosity of volunteers charities and plenty of hard work But after more than a year of tears false starts and plenty of hard work the curtain was finally raised in a gala event A full house was on hand to celebrate the efforts of volunteers and various charities who all joined forces to enable the facility to re-open And while the historic building itself has been repaired in appropriate fashion state of the art technology has been added including 3D capable projectors and extra speakers for surround sound The result is an iconic theatre that can continue to serve Charlton and the surrounding areas for years to come For more information on the Rex and its volunteers visit the website      Retired ABC local presenter Dave Lennon talks about his love of historic cinemas,"images/1822.png"
4WDs brave the flooded Arhnem Hwy again,http://www.abc.net.au/local/photos/2012/03/23/3462613.htm,23/03/2012,http://www.abc.net.au/reslib/201203/r915329_9448648.JPG,"Adelaide River flooding Arhnem Highway, March 2012",Copyright: ABC | Source: ABC | Byline: Clare Rawlinson,"Environment:Rivers, Environment:Water,",ABC Darwin,NT,Adelaide River,"arhnem highway flooding, flooded, water, rd, 4wd, river, adelaide",-13.5412,131.5056,http://www.abc.net.au/local/photos/2012/03/23/3462613-mediarss.xml, The Arhnem Highway reopened to 4WDs today after floodwaters near the Adelaide River Bridge receded Popular tourist cruises including the Adelaide River Queen Jumping Crocodile Cruise are forced to close because of the water levels and inaccessibility during the worst of the wet season This afternoon some 4WD drivers were seen braving the partially flooded section of the highway around 60km South East of Darwin while others decided to turn back Drivers have been warned to exercise caution when passing through water on the road,"images/1849.png"
After the rains: Cotter Dam in pictures,http://www.abc.net.au/local/photos/2012/03/16/3455480.htm,16/03/2012,http://www.abc.net.au/reslib/201203/r911120_9360570.jpg,Aerial view of construction site before flooding,Copyright: Unspecified | Source: supplied by ACTEW AGL | Byline:,"Environment:Water, Environment:Water Management, Environment:Water Supply,",ABC Canberra,ACT,Canberra,"ACTEW AGL, ABC Canberra, water, Cotter Dam, Cotter Dam enlargement project, floods, canberra floods, dam cam, dam pictures",-35.2772,149.2292,http://www.abc.net.au/local/photos/2012/03/16/3455480-mediarss.xml, Heavy downpours in Canberra may have passed but the flood damage at Cotter Dam is only starting to be realised An initial assessment of damage has begun on the dam enlargement site with ACTEW reporting affected construction equipment and works but no evidence of major damage to the dam structure The Cotter Dam water storage currently sits at 1001 per cent capacity with inflows calming to around 16000 mega litres per day - down from 32000 mega litres during the flood peak A full assessment of the site is expected to happen in coming weeks as water levels drop further,"images/1850.png"
Drenched by days of gentle rain,http://www.abc.net.au/local/photos/2012/03/19/3456861.htm,19/03/2012,http://www.abc.net.au/reslib/201203/r912455_9387900.jpg,Ex-TC Lua has drenched the Goldfields - Kalgoorlie-Boulder has received 60mm of rain in the last 24 hours (19/3/12),Copyright: ABC | Source: ABC Goldfields | Byline: Emma Wynne,"Weather, Weather:Cyclone, Weather:Rainfall,",ABC Goldfields WA,WA,Kalgoorlie,"Kalgoorlie, goldfields, rain, tropical, cyclone, esperance, flood, Bureau of Meteorology, rainfall, laverton, salmon gums, drought, water, grey,",-31.0458,121.1715,http://www.abc.net.au/local/photos/2012/03/19/3456861-mediarss.xml, The rain which is falling most heavily in the area west of Kalgoorlie-Boulder is set to continue for the next few days Blue skies are a few days aways said Steven McInerney from the Bureau of Meteorology The Goldfields is on flood watch  and most unsealed roads in the region are closed Contact your local shire for details on local road conditions For conditions on highways see the Main Roads WA website for details or phone 138 138 for the latest information See all rainfall observation online at the Bureau of Meteorology website,"images/1850.png"
ABC Western Plains in Lightning Ridge,http://www.abc.net.au/local/photos/2012/03/07/3447561.htm,7/03/2012,http://www.abc.net.au/reslib/201203/r906116_9256007.jpg,THe ABC Western Plains crew roll into the ridge.,Copyright: ABC | Source: ABC Online | Byline:,"Arts and Entertainment:Radio, Business, Economics and Finance, Business, Economics and Finance:Industry, Business, Economics and Finance:Industry:Mining",ABC Western Plains NSW,NSW,Lightning Ridge,"ABC: Western Plains, Floods, Photos, outside broadcast, OB, lightning ridge",-29.229,148.2775,http://www.abc.net.au/local/photos/2012/03/07/3447561-mediarss.xml, Please enjoy some of the photos the team have taken on their travels,"images/1851.png"
Forbes Flood Photos,http://www.abc.net.au/local/photos/2012/03/07/3447793.htm,7/03/2012,http://www.abc.net.au/reslib/201203/r906401_9262032.JPG,A flooded paddock on the outskirts of Forbes - taken March 6 2012,Copyright: ABC | Source: ABC Online | Byline: Ross Kay,"Arts and Entertainment, Arts and Entertainment:Photography, Disasters and Accidents, Disasters and Accidents:Floods",ABC Central West NSW,NSW,Forbes,"News, floods, forbes, photos",-33.6859,148.4064,http://www.abc.net.au/local/photos/2012/03/07/3447793-mediarss.xml, Some of the stories of the flooding in Forbes Hear some of the stories of the floods as well as photos of the event Thankyou to all of our listeners and readers who have contributed photos If you have photos then you can upload them via Flickr group  Remember you can keep up to date with the latest information on our Facebook pages <!-- BEGIN Twitter Dunnart Code --><link rel=stylesheet type=text/css href=http//wwwabcnetau/local/global_css/twitter_dunnartcss><div id=twitter_dunnart_wrapper> <script type=text/javascript src=http//wwwabcnetau/local/global_scripts/twitter_dunnartminjs></script><script type=text/javascript>ABCdunnartinit(fromNSWSES OR fromABCCentralWest OR fromABCEmergency Flood information on Twitter 5 ABCCentralwest 0 1); ABCdunnartgenerate();</script><!-- END Twitter Dunnart Code -->     Sandbagging in Forbes,"images/1852.png"
As the rain falls... your pictures,http://www.abc.net.au/local/photos/2012/03/01/3443192.htm,1/03/2012,http://www.abc.net.au/reslib/201203/r908978_9314739.jpg,Widespread floodwater in Naring on the corner of Loofs Road and Labuan Road,Copyright: Unspecified | Source: User Submitted | Byline: Paulette McIntosh,"Community and Society, Disasters and Accidents, Disasters and Accidents:Floods, Human Interest",ABC Goulburn Murray,VIC,Shepparton,"floods, ses,",-35.882,145.6974,http://www.abc.net.au/local/photos/2012/03/01/3443192-mediarss.xml, Your pictures as the rain continues to fall in the Goulburn Murray region If you have an image to share load to our Contact Us page Tallygaroopna resident Aimee Sidebottom says in the past 24/48 hours locals have pulled together with an evacuation alert in place for the township We've been sandbagging and evacuating some people lifting their furniture and covering doorways just trying to save what we can until the channels over flow and flood the town completely Last night I worked until 1 o'clock and I called in today to say I couldn't make it (to work) because I'm sandbagging and I'll just do it until we don't have to anymore Pat Davidson Tallygaroopna home is sandbagged she says it the worst flooding they have had There is so much water we've never seen anything like this in Tally     Matt Dowling with Aimee Sidebottom and Pat Davidson,"images/1852.png"
The cleanup begins,http://www.abc.net.au/local/photos/2012/03/10/3450467.htm,10/03/2012,http://www.abc.net.au/reslib/201203/r907896_9294481.jpg,A pile of rubbish in Wagga as the cleanup begins - taken March 10.,Copyright: ABC | Source: ABC Online | Byline: Peter Riley,"Disasters and Accidents, Disasters and Accidents:Floods,",ABC Riverina NSW,NSW,Wagga Wagga,"news, floods, wagga, cleanup, rubbish",-34.6292,147.8605,http://www.abc.net.au/local/photos/2012/03/10/3450467-mediarss.xml, There that much mud there and it could be two or three inches thick If we don't keep it moving it will dry that hard you will need a bobcat to get rid of it So we've just got to keep gnawing away at it for probably the next week     John Ball at the Wagga Wagga Beach Caravan Park,"images/1856.png"
Riverina flood photos,http://www.abc.net.au/local/photos/2012/03/04/3445202.htm,4/03/2012,http://www.abc.net.au/reslib/201203/r907225_9280663.jpg,Tractor bogged in mud in Griffith,Copyright: Unspecified | Source: Griffith City Council | Byline:,"Disasters and Accidents:Floods,",ABC Riverina NSW,NSW,Wagga Wagga,"flood, riverina, photos, upload,",-34.7292,147.3605,http://www.abc.net.au/local/photos/2012/03/04/3445202-mediarss.xml, Your photos of the flooding happening around the Riverina in March 2012,"images/1856.png"
Nathalia floods from high above - special photo gallery,http://www.abc.net.au/local/photos/2012/03/08/3448605.htm,8/03/2012,http://www.abc.net.au/reslib/201203/r906466_9266102.jpg,The township of Nathalia from high above,Copyright: ABC | Source: ABC Shepparton | Byline: Peter Giafis,"Disasters and Accidents, Disasters and Accidents:Floods,",ABC Shepparton,VIC,Nathalia,"Nathalia floods, flooding, emergency, flood water, aerial photography, victorian floods",-36.0592,145.2028,http://www.abc.net.au/local/photos/2012/03/08/3448605-mediarss.xml, As the town of Nathalia waits and hopes for the best it difficult not to marvel at the extent of flood water when viewed from above The latest warning comes as The Broken Creek is now lapping against the man-made levee constructed around the town with the final peak expected to exceed previous floods in 1974 and 1993 by by 50 to 100 millimetres Around 17 houses in the outer lying areas have been isolated but many of those residents have chose to stay and protect their homes despite being advised to leave Seen from above it clear to see that a staggering amount of the town has been impacted by the latest flood to hit Victoria,"images/1856.png"
Floodwaters in the Goulburn Murray region... More photos,http://www.abc.net.au/local/photos/2012/03/03/3444847.htm,3/03/2012,http://www.abc.net.au/reslib/201203/r904679_9226782.jpg,"Melville Street Bridge Numurkah looking south, Monday by Terry Harbor",Copyright: AAP | Source: Victorian Hour | Byline: User submitted,"Community and Society, Disasters and Accidents, Disasters and Accidents:Floods, Human Interest",ABC Goulburn Murray,VIC,Wodonga,"ses, floods",-36.0217,147.385,http://www.abc.net.au/local/photos/2012/03/03/3444847-mediarss.xml, As floodwaters begin to recede in parts of the Goulburn Murray others wait for the floodwaters to peak Here are some of your photos of what has happened in the last 48 hours Keep up to date with latest warnings on the NSW SES and Vic SES web pages  As the flood situation contiues to unfold help us paint a picture of what is happening in the region If you have an image to share load to our Contact Us page,"images/1859.png"
ABC Western Plains in Bourke,http://www.abc.net.au/local/photos/2012/03/02/3444273.htm,2/03/2012,http://www.abc.net.au/reslib/201202/r901758_9167559.JPG,Dugald Saunders and Liz Hedge in Bourke,Copyright: ABC | Source: | Byline: Ana Tovey,"Arts and Entertainment, Arts and Entertainment:Radio, Disasters and Accidents, Disasters and Accidents:Floods",ABC Western Plains NSW,NSW,Bourke,"ABC: Western Plains, Floods, Photos, outside broadcast, OB",-30.3916,146.4442,http://www.abc.net.au/local/photos/2012/03/02/3444273-mediarss.xml, On Wednesday February 29 the Mornings Show hit the road and travelled to Bourke Feel free to check out these photos they took on their travels,"images/1861.png"
Nathalia prepares,http://www.abc.net.au/local/photos/2012/03/05/3445827.htm,5/03/2012,http://www.abc.net.au/reslib/201203/r904782_9228357.jpg,Army personnel have been on hand to assist with sandbagging efforts at Nathalia,Copyright: ABC | Source: ABC Local Shepparton | Byline: Matt Dowling,"Community and Society, Disasters and Accidents, Disasters and Accidents:Floods, Human Interest",ABC Shepparton,VIC,Shepparton,"ses, floods, nathalia",-35.882,145.0974,http://www.abc.net.au/local/photos/2012/03/05/3445827-mediarss.xml, In the meantime vulnerable buildings are being sandbagged and roads blocks put in place Then it simply a matter of waiting for the water to arrive     Caravan park proprietor Mary Agius and Matt Dowling,"images/1861.png"
Wet in the east,http://www.abc.net.au/local/photos/2012/03/04/3445239.htm,4/03/2012,http://www.abc.net.au/reslib/201203/r904192_9216352.jpg,The Brodribb River from the Marlo - Orbost Road.,Copyright: ABC | Source: ABC Gippsland. | Byline: Kath Sullivan,"Disasters and Accidents:Floods,",ABC Gippsland Vic,VIC,Orbost,"Gippsland, Orbost, Marlo, flood, emergency, weather, SES, rain,",-37.7001,148.4564,http://www.abc.net.au/local/photos/2012/03/04/3445239-mediarss.xml, Flooding on the Snowy River in East Gippsland in photos The SES issued a major flood warning for the Snowy River on Friday afternoon but downgraded the warning to moderate level on Sunday Minor flood warnings were also issued for Mitchell and Genoa Rivers in East Gippsland A second peak is expected on the Snowy and Mitchell Rivers overnight Sunday and into Monday morning For the latest weather information in eastern Victoria head to the For emergency information and updates check the  If you have photos of flooding in your area,"images/1864.png"
Goulburn Murray flooding in pictures,http://www.abc.net.au/local/photos/2012/03/01/3443387.htm,1/03/2012,http://www.abc.net.au/reslib/201203/r902699_9186209.jpg,"Mt Buffalo Road, near Beechworth, uploaded by James Chitty.",Copyright: ABC | Source: ABC Goulburn Murray | Byline: User submitted,"Community and Society, Disasters and Accidents, Disasters and Accidents:Floods, Human Interest",ABC Goulburn Murray,VIC,Shepparton,"floods, ses, goulburn murray, shepparton, Wodonga, rain, emergency, weather, beechworth,",-36.182,145.2974,http://www.abc.net.au/local/photos/2012/03/01/3443387-mediarss.xml, Photos capturing the wet weather in the Goulburn Murray region If you have an image to share load to our Contact Us page,"images/1865.png"
Desert towns in flood; your photos,http://www.abc.net.au/local/photos/2012/02/29/3442480.htm,29/02/2012,http://www.abc.net.au/reslib/201202/r901948_9172295.JPG,Flooding over Pinnacles Road,Copyright: ABC | Source: User submitted | Byline: Helen Murray,"Disasters and Accidents:Floods,",ABC Broken Hill,NSW,Broken Hill,"flooding, broken hill, silverton, desert flooding, february, rainfall, new south wales, ses, road closures, bom",-32.158038,141.365138,http://www.abc.net.au/local/photos/2012/02/29/3442480-mediarss.xml, The desert around Broken Hill is in flood as rain continues across News South Wales cutting of towns as water covers roads Here are some of your photos of the flooding Show us what it like where you are NSW Fire and Rescue used a tanker to rescue a couple and their baby who became trapped in their vehicle 10 kilometres north of Broken Hill on Silverton Road Moderate to heavy rain has already fallen in many areas over the past 24 hours including about 80 millimetres at Broken Hill The Bureau of Meteorology is warning that some locations such as Goulburn and Batemans Bay could receive more than 150 millimetres of rain today and the same tomorrow Heavy falls are also expected at Ivanhoe Forbes Young and Cowra Show us what it like where you are by uploading a photo to 999 Broken Hill facebook page  Keep listening to ABC Local Radio for the latest of the weather and flooding situation If you require assistance phone the SES on 132 500 But if it life threatening call 000,"images/1867.png"
Starting the massive task of cleaning up on farm after the floods,http://www.abc.net.au/local/photos/2012/02/09/3426351.htm,9/02/2012,http://www.abc.net.au/reslib/201202/r890932_8941962.jpg,Stuart Gall has a massive clean up task ahead of him after the huge flood waters swept over his farm,Copyright: ABC | Source: ABC Local Radio | Byline: Jennifer Ingall,"Disasters and Accidents:Floods, Rural,",ABC New England North West NSW,NSW,Tamworth,"flood, tycannah",-31.3921,150.6279,http://www.abc.net.au/local/photos/2012/02/09/3426351-mediarss.xml, Waist deep in water Tycannah farmer Stuart Gall has started the huge task of cleaning up his farm and he knows there months of work ahead Stuart Gall grows cotton and runs livestock and his place is right on the flood plain He says it may take ten days to know how much of his cotton he has lost with water still over the top of much of it But he is confident he'll still get through harvest if he can get a little bit more rain to get the silt off the leaves I caught up with Stuart as he was starting the massive job of fixing up his fences     Stuart Gall from Tycannah,"images/1885.png"
An introduction to the art of yabbying,http://www.abc.net.au/local/photos/2012/02/03/3422851.htm,3/02/2012,http://www.abc.net.au/reslib/201202/r889211_8907907.JPG,"Up close and personal with the crustacean itself, a male Murray yabby",Copyright: ABC | Source: ABC Local | Byline: Charlotte King,"Disasters and Accidents:Floods, Environment:Rivers, Environment:Rivers:Murray-Darling Basin, Human Interest",ABC Mildura - Swan Hill Victoria,VIC,Mildura,yabby yabbies yabbying river murray mildura nedscorner floodwater flood crustacean barry burrows net recreation,-34.587,142.4612,http://www.abc.net.au/local/photos/2012/02/03/3422851-mediarss.xml, Steering a tinnie along a stretch of the Murray near Ned Corner 80 kilometres from Mildura veteran fisherman and yabby catcher Barry Burrows says yabbies are the crows of the water We've caught yabbies on lucerne carrots tomato he says If you haven't got anything like that  you can  use soap - even gum leaves if you really want to get down to it To make the most of the resurgence the ABC went along for a lesson in the art of yabbying     An introduction to the art of yabbying,"images/1887.png"
