Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Words,Billboards
Giant puppets to roam Sovereign Hill over summer,http://www.abc.net.au/local/photos/2014/12/18/4151361.htm,18/12/2014,http://www.abc.net.au/reslib/201412/r1370354_19325418.jpg,Erth artistic director Scott Wright (front) with Doug the Miner.,Copyright: ABC | Source: ABC Local | Byline: Lily Partland,"Arts and Entertainment, Arts and Entertainment:Performance Art, Arts and Entertainment:Visual Art, Arts and Entertainment:Visual Art:Sculpture",ABC Ballarat,VIC,Ballarat,,-37.5675,143.8509,http://www.abc.net.au/local/photos/2014/12/18/4151361-mediarss.xml, Puppet master Scott Wright has brought three new friends home to Ballarat The giant puppets will perform at Sovereign Hill over the school holidays His television repairman father was offered a colour television as a test and the young Scott was soon an avid Sesame Street fan Jim Henson has a lot to answer for he said Scott formed the performance company Erth while still living in Ballarat and is now artistic director of the internationally successful Sydney-based outfit Now a project at Sovereign Hill has brought the artist back home to work in a familiar space As a child Scott spent a lot of time at the then community-run museum One day while participating in a re-enactment of the Eureka Stockade with his father he found himself stranded on the burning roof of a replica Eureka Hotel The only way down was for me to jump I think it was in 1980 there was a photograph of me leaping mid-air from this burning hotel on the front cover of the Ballarat telephone book Despite that slightly traumatic memory Scott says the invitation to come home to work on a project at Sovereign Hill was intriguing His team has created three automata which are 17th century mechanical robots The story goes that a human character called Tinker - who works during the day to repair things - is fascinated by the industrial revolution By night Tinker decides to create the automata that inhabit various locations around Sovereign Hill There a miner who lives in the diggings a school teacher who lives at the school and a blacksmith who lives in the foundry Scott says it important for puppet characters to have a backstory and to interact with visitors because it makes them more than just an object in the landscape He says that as the skills of the puppeteers grow over the summer the characters will further develop and mature At the moment they're like babies and they're learning their environment but eventually they're going to rule The huge puppets are over three metres high and require several people to manoeuvre them They've been specifically designed to blend in with the surrounding environment It was how do we lend from the architecture from the colour palette the general aesthetics of Sovereign Hill and make things that are out of place seem like they belong Scott said It took weeks to train the staff of Sovereign Hill to operate the heavy puppets Scott says usually dancers or physical performers make the best puppeteers We want people who have a sense of anatomy and how the body functions You're looking for people who have a certain sensitivity as well and a good sense of play Scott says with shows such as The Lion King Warhorse and King Kong - not to mention Erth own Dinosaur Zoo - finding huge success puppetry is the new black I think puppetry is something that been underestimated for a very long time and we're only now starting to appreciate its value Majestic Mythical Marvels is showing at Sovereign Hill from the 26th of December till the 26th of January</strong>,"images/0024.png"
"Man's best friend helping Benalla students, elderly",http://www.abc.net.au/local/photos/2014/08/28/4076244.htm,28/08/2014,http://www.abc.net.au/reslib/201408/r1321933_18308341.jpg,"Edspace students (from left) Annie Clarke, Tom Gebauer, Toby Feehan and Codi Kego with one of the dogs in the Dogs for Life program.",Copyright: ABC | Source: ABC Goulburn Murray | Byline: Nick Fogarty,"Community and Society:Regional, Community and Society:Youth, Education:Secondary, Health:Diseases and Disorders:Autism Spectrum Disorder",ABC Goulburn Murray,VIC,Benalla,"abc, abc goulburn murray, edspace, autism, education, school, students, elderly, aged care, alkoomi, learning, dogs,",-36.5526,145.983,http://www.abc.net.au/local/photos/2014/08/28/4076244-mediarss.xml, A group of therapy dogs elderly residents and students with learning difficulties in Benalla have formed a relationship that benefits them all Their groomers are students from the adjacent EdSpace school founded in 2007 which is run for 11 to 18-year-olds with autism learning difficulties and conduct disorders Students train the dogs in the Dogs for Life program which helps them gain a certificate in animal studies As part of this once a week the students take the dogs to Alkoomi aged care home for therapy sessions with residents The students are working towards their Duke of Edinburgh Bronze Award with the Dogs for Life program forming the community service portion For the people that don't have to have much care they walk up and put a sticker on the dog EdSpace student Annie Clarke said So they use their fingers and their motor skills They always have a smile on their face when they do it they have a lot of fun Student Codi Kego said it cost around $30000 to train a therapy dog Classmate Tom Gebauer said there was a big difference between therapy dogs and pet dogs A therapy dog gets specially trained to let say help people with blindness he said A pet dog is a pet that likes to play with you jump on you and roll around with you Speech pathologist Sally Matheson works with the students to improve their communication and teamwork skills She said the students were hugely enthusiastic about working with the elderly That something we've really built on and the students have also really improved with their teamwork skills she said     A group of therapy dogs elderly residents and students with learning difficulties in Benalla have formed a relationship that benefits them all,"images/0278.png"
Beautiful Ancient Greek bodies,http://www.abc.net.au/local/photos/2014/08/28/4076247.htm,28/08/2014,http://www.abc.net.au/reslib/201408/r1322065_18312633.jpg,"Greek, about 500-490BC, Said to be from the island of Anafi, Cyclades, Aegean Sea. Marble statue of a youth standing in the conventional pose of a kouros. British Museum.",Copyright: ABC | Source: ABC Central Victoria | Byline: Jo Printz,"Arts and Entertainment:Art History, Community and Society, Community and Society:History,",ABC Central Victoria,VIC,Bendigo,"art, history, society, Bendigo Art Gallery, The body beautiful, greek statues, greek sculpture, art history, ancient greece, ancient sculpture, exhibitions, Bendigo Art Gallery exhibition",-36.2597,143.9789,http://www.abc.net.au/local/photos/2014/08/28/4076247-mediarss.xml, Bendigo Art Gallery is currently home to a British Museum exhibition called The Body Beautiful in Ancient Greece You can take a closer look as some of the items in the exhibition here It the only regional gallery to present the exhibition and the only venue in Australia where people can see some of the items from the museum amazing Greek and Roman Collection Bendigo Art gallery project curator Sandra Bruce has become a bit of an expert on ancient Greek sculpture and antiquities so we asked her to choose a few pieces for us to explore a little closer The Stangford Apollo When you think about the perfect male body today it not too far away from the ideal celebrated by the Ancient Greeks It about athleticism beauty bearing muscular chests and washboard stomachs But in those ancient times it wasn't a sexualised image and it wasn't intended as a realistic portrait The statues of kouros or male youth were an expression of excellence and heroism and in some cases a representation of the god Apollo One of the first pieces you see in The Body Beautiful in Ancient Greece exhibition is The Strangford Apollo named after a previous owner the sixth Viscount Strangford He really is a fantastic example of what this exhibition is all about and that about the beauty of the human form particularly the male nude and he shows all of those elements that the sculptors of ancient Greece focused on to make sure that their sculptures were the epitome of ideal beauty Sandra says Bathing beauty The female form in popular culture today is highly sexualised often used to sell various consumer products and in some cases photo-shopped into perfection The Ancient Greeks however weren't that fussed about depictions of nude women If artists of the time bothered to make a woman the subject of their work at all they either portrayed them clothed or as a naked goddess The Body Beautiful exhibition includes a bronze work called Bathing beauty which is a representation of the goddess Aphrodite posed naked and stepping into a bath Everyday women in ancient Greece were not given the same importance as men and so if they were shown they were shown clothed Sandra says If a sculptor wanted to show a nude female he would use a goddess as an excuse - because they were immortal they were outside the rules of normal mortals Greek sphinxes While most people associate the sphinx with Egypt these strange creatures also have an ancient Greek tradition Unlike the benevolent Egyptian sphinx however the Greek version was quite treacherous and an encounter with one usually didn't end well In this exhibition there is an unusual marble sphinx on display that had a very domestic use for the ancient Greeks It unusual for the sphinx to have the body of a dog It got a woman head it got some gorgeous almost Art Deco wings - and then it got the body of what could be a greyhound but it still got a lion tail Sandra explains She has what looks like a stump growing out between her shoulder blades and that because she would have actually been the support for a table so she would have had a matching partner up the other end Greek philosophers It would be remiss for an exhibition about ancient Greece to not feature a sculpture of at least one of the great Greek philosophers And there is indeed a very sweet portrait statuette of Socrates - credited as one of the founders of Western philosophy - included in the Body Beautiful exhibition portraying the philosopher rather idealistically He quite small made of marble and has more than a little sparkle in his eye Socrates was certainly a personality in his day He was one of those men who stood out in the street making proclamations and challenging people way of thinking People would have placed statuettes like this one in wall alcoves in their private homes and depending on their degree of wealth had larger sculptures in outdoor areas or internal courtyards The Body Beautiful in Ancient Greece is at the Bendigo Art Gallery until November 9 2014,"images/0278.png"
New ADF medics gain civilian skills,http://www.abc.net.au/local/photos/2014/08/22/4072714.htm,22/08/2014,http://www.abc.net.au/reslib/201408/r1319723_18253569.jpg,"The Australian Defence Force's newest group of medical technicians march onto the Latchford Barracks parade ground for their graduation, 21st August, 2014.",Copyright: ABC | Source: ABC Goulburn Murray | Byline: Nick Fogarty,"Community and Society:Regional, Defence and National Security:Defence Forces, Education:University and Further Education, Health:Doctors and Medical Professionals",ABC Goulburn Murray,VIC,Wodonga,"abc, abc goulburn murray, defence, adf, medicine, health, latchford, joshua cowell, jacinta stokes, wodonga, tafe, medical,",-36.3217,146.785,http://www.abc.net.au/local/photos/2014/08/22/4072714-mediarss.xml, The newest batch of ADF medical technicians graduated at Latchford Barracks near Wodonga with extra civilian qualifications under their arm as a result of a first of a kind partnership Cowell will combine the two after graduating as an ADF medical technician on Thursday topping his class and winning the Student of Merit award The ADF course was the first of its kind run in tandem with a civilian institution after Wodonga TAFE won the national contract in 2012 Cowell said the unique structure of the course based at Latchford Barracks outside Wodonga allowed him to learn some valuable lessons You learn a lot of great things from a lot of civilians especially a lot of the nurses that work in emergency or a lot of the paramedics that've worked on the ground he said I'd be obviously honoured to represent my nation overseas in any combat but even  in  humanitarian aid I'd like to help not only personnel but locals or anyone anywhere Private Jacinta Stokes grew up in Townsville one of Australia major defence force towns She studied nursing before undertaking the medical technician course but had wanted to join the defence force since she saw military personnel walking the streets as a young girl It kind of inspired me I guess and we were in a wartime when I joined so I thought Why not me why does everyone else have to go and do it? she said The 18-month course gives the students qualifications in sterilisation services pathology nursing and ambulance allowing them to enter the civilian workforce after their military service Wodonga TAFE CEO Michael O'Loughlin said the ADF students were much more disciplined than the average TAFE student The class of 25 students was the first of nine to be taught by Wodonga TAFE     Aircraftsman Joshua Cowell and Private Jacinta Stokes were in the first class of ADF graduate medics trained in a joint military-civilian program,"images/0287.png"
Warm Wangaratta welcome for hidden homeless,http://www.abc.net.au/local/photos/2014/08/04/4060327.htm,4/08/2014,http://www.abc.net.au/reslib/201408/r1311803_18057561.jpg,"In -2 degree weather, Wangaratta homeless agency, Carevan and council staff tuck into breakfast for the start of National Homeless Persons Week, 1st August 2014.",Copyright: ABC | Source: ABC Goulburn Murray | Byline: Nick Fogarty,"Community and Society:Charities and Community Organisations, Community and Society:Homelessness, Community and Society:Regional, Government and Politics:Housing",ABC Goulburn Murray,VIC,Wangaratta,"abc, abc goulburn murray, homeless, homelessness, housing, charity, community, government, food, carevan, people, jan armstrong, peter vaughan,",-36.16,146.2193,http://www.abc.net.au/local/photos/2014/08/04/4060327-mediarss.xml, Wangaratta community workers wore pyjamas and enjoyed a free hot breakfast on Monday to mark the beginning of National Homeless Person Week in sub-zero temperatures When a man kept turning up to the Carevan for several months wearing fancy suits and driving an expensive car he was still welcomed with open arms Mr Vaughan said because everyone circumstances were different At 730 on Monday morning Mr Vaughan was busy doling out steaming bowls of porridge and scrambled eggs outside NESAY a Wangaratta social services agency In the -2 degree temperature - one of the coldest August mornings in years - local homeless support workers councillors and passersby gratefully accepted the food The breakfast crowd which included Hume Region Homelessness Network Coordinator Jan Armstrong were dressed in their pyjamas to mark the start of National Homeless Persons Week Over 105000 people experience homelessness on any given night in Australia and 2011 Census data showed that 1309 people in the Goulburn-Murray-Ovens region counted themselves as homeless Jan Armstrong said the aim of the week was to raise awareness of hidden homelessness in the community Part of the approach included the Anywhere But A Bed (ABAB) campaign where the public were encouraged to sleep outside the comfort of their own bed on Thursday 7th August Most people seem to think of homelessness as people who are out on the streets rough-sleeping or out in a bush Ms Armstrong said But this is basically about talking about the 1309 people that we know are often hidden Ms Armstrong said the hidden homeless included those escaping from family violence and people who had experienced a family breakdown It could be absolutely anyone it could be someone who loses their job who has their hours reduced who gets sick has an accident she said There isn't any one type it could be absolutely anyone Events will also be held in Seymour Shepparton Benalla Yarrawonga Cobram and Wodonga to mark National Homeless Persons Week,"images/0311.png"
Rod McRae's Wunderkammer at the WAG,http://www.abc.net.au/local/photos/2014/08/11/4064872.htm,11/08/2014,http://www.abc.net.au/reslib/201408/r1314844_18131865.jpg,Rod McRae with one of the exhibits in the exhibition,Copyright: ABC | Source: ABC Local Radio | Byline: Jeremy Lee,"Arts and Entertainment:Visual Art:Installation,",ABC South West Vic,VIC,Warrnambool,rod mcrae warrnambool art gallery wunderkammer sculpture taxidermy abc south west victoria breakfast jeremy lee,-38.2866,143.0053,http://www.abc.net.au/local/photos/2014/08/11/4064872-mediarss.xml, Rod McRae Wunderkammer features an almost bizarre array of taxidermied creations which are sprawled and scattered around the Warrnambool Art Gallery posing all kinds of questions for the viewer As Rod explains the idea is that by giving people the real thing they have a real emotion towards it Maybe they hate it maybe they love it but they're very seldom ambivalent In this case the real thing means taxidermied animals but not as you've seen them before Rod puts them into odd poses modifies them and brings them together in unusual groupings The resulting pieces play with ideas of anthropomorphism nurturing and our own role within the animal kingdom Most of the taxidermy work is done by other people but Rod determines what he wants the final pieces to look like and how they'll be arranged which is often at odds with the usual way of doing these things The work featuring a lion reclining on a bed is a prime example - Rod says the pose of the lion was taken from his cat and is completely opposite to the usual way of posing large carnivores to look imposing and threatening The resulting work is about subduing the wild  the bed becomes its territory if you like While Rod ethically sources many of the skins used in his works in other cases they've come from unexpected places such as the zebra that he bought on a popular online auction site That would have been an interesting mail delivery Another work Serengeti  features a group of springbok bodies Rod says I was reading about how springbok are valued for their heads  I got thinking about what happens to their bodies The resulting piece replaces the heads with mirrors which when you look at them reflect the viewer back The idea is that the mirror becomes quite an accusing vehicle Wunderkammer continues at the Warrnambool Art Gallery until November 9     Rod McRae talks about Wunderkammer,"images/0312.png"
All welcome as remote church takes in the Chinese community,http://www.abc.net.au/local/photos/2014/08/06/4062237.htm,6/08/2014,http://www.abc.net.au/reslib/201408/r1313168_18092588.jpg,"Evangelical songs at the rural fellowship alternate between Mandarin and English, with subtitles projected onto a wall in both languages",Copyright: ABC | Source: ABC Local | Byline: Charlotte King,"Community and Society, Community and Society:Multiculturalism, Community and Society:Regional, Community and Society:Religion and Beliefs",ABC Mildura - Swan Hill Victoria,VIC,Mildura,chinese christian merbein fellowship language mandarin remote evangelical,-33.787,142.4612,http://www.abc.net.au/local/photos/2014/08/06/4062237-mediarss.xml, On a remote road near the north west tip of Victoria an unexpected cultural exchange takes place each Sunday morning Now it brandishes the name Northern Mallee Christian Fellowship and fills with a small crowd of devotees each Sunday Half the church congregation speak Mandarin as it where most of the region Chinese Christians come to worship Chi Tiang who is a retired teacher from Mildura Senior College has been coming to the church since it began a decade ago They find it quite comfortable once they know that there are a lot more Chinese here so they find good fellowship good companionship and good support says Mr Chi A more accessible environment Jonathan Williams is one of the three elders elected to guide the spiritual direction of the fellowship We're basically traditional protestant theology with probably a tinge of pentecostal charismatic says Mr Williams He says the informal atmosphere to the fellowship makes it a more accessible environment to the Chinese community than a traditional church with a structured liturgy For us we tend to like to be a bit freer more relaxed With about half the group now Mandarin speakers the sermons are now translated live from English to Mandarin and from Mandarin to English on alternate weeks Mr Williams says the Chinese section of the congregation was initially recruited over time by Mr Chi and has grown from there When it first started out we weren't used to being interpreted but once you get used to it it really very easy and it just flows along quite happily Mandarin versions of spoken biblical readings are projected onto the wall and the congregation take it in turns to sing evangelical songs in each language with corresponding subtitles Cultural differences not an issue Luke Liu works as a doctor in Mildura and translates the English sermon into Mandarin as it is being given He says he has had reservations in the past about how the English speakers in the crowd would respond to the growing number of Chinese in the congregation but he says the cultural difference has not been an issue This is a very supportive environment and our brothers - we just treat each other like a family member he says So regardless  of  how many people show up here we always have this service available and we are the only church who have this service Mr Chi says although there was initially some concern about the dual language service among the congregation he feels they have come to appreciate the contribution Later on they realised that it is such an enrichment to the environment; the world is wider than what they see Maxine who has lived in Merbein her whole life agrees She says the inclusion of Mandarin was confusing to begin with But you get used to it after a while yes I think it good to get to know other people in the community and become friends with them she says Everybody gets on well together and we enjoy each others company The church is planning on putting up a sign outside in Mandarin; it will read All are welcome     All welcome as remote church takes in the Chinese community,"images/0314.png"
Golden homecoming for Wodonga's Elkington,http://www.abc.net.au/local/photos/2014/08/06/4061947.htm,6/08/2014,http://www.abc.net.au/reslib/201408/r1312908_18085727.jpg,Wodonga athlete Jodi Elkington in the ABC Wodonga studio with her 2014 Commonwealth Games gold medal.,Copyright: ABC | Source: ABC Goulburn Murray | Byline: Natalie Ord,"Community and Society:Family and Children:Family, Health:Disabilities, Human Interest:Awards and Prizes, Human Interest:People",ABC Goulburn Murray,VIC,Wodonga,"abc, abc goulburn murray, sport, athletics, jodi elkington, gold, health, wodonga, family, cerebral palsy, disability,",-36.1217,147.185,http://www.abc.net.au/local/photos/2014/08/06/4061947-mediarss.xml, There'll be little time to rest for Wodonga Commonwealth Games gold medallist Jodi Elkington as she tries to reclaim her world number one ranking With her jump she claimed the world number one ranking but just days later the jump was bettered by two Russian athletes who made 454 and 444 metres Now back home in Wodonga the news has spurred Elkington on to keep preparing for domestic competition later this year World Championships in 2015 and the Rio Olympics in 2016 I'm one that doesn't like to sit back and just watch everyone do better I'm one that out there and trying to improve and trying to beat them Elkington said The victory was Elkington first podium finish in international competition having finished fourth at the Delhi Commonwealth Games London Olympics and 2011 World Championships As a medal winner she was also given a quaich - a type of small traditional wooden bowl used by the Scots to drink whiskey While her mother watched proudly from the stands and her father cheered from home Elkington was thinking of her fiancee whose mother died just the day before Elkington flew to Europe Unfortunately I'd really only known her when she was sick but she was the best loving caring mother-in-law you could have Elkington said It was definitely hard but I know the family wanted me to go because that was the only happiness happening in the family at that time I spoke to (fiancee) Warwick a lot before I left andhe just said You can come back and we'll do our goodbyes then just focus on what you've got at hand Elkington sustained focus brought her the gold medal which she been celebrating with family and friends at parties in Wodonga over the last week We do know how to party and have a couple of drinks so the last couple of days have been full-on but it been good she said I've got one more week off before I get back into it and I know when I do it cut all that out again and just focus     Wodonga Commonwealth Games gold medallist Jodi Elkington says she'll be straight back into training for World Championships in 2015 and Olympics in 2014,"images/0320.png"
Furphy display forged by fire and time,http://www.abc.net.au/local/photos/2014/08/06/4061922.htm,6/08/2014,http://www.abc.net.au/reslib/201408/r1312898_18085448.jpg,Furphy's famous water carts are a feature of the exhibition,Copyright: ABC | Source: ABC Shepparton | Byline: Matt Dowling,"Arts and Entertainment:Library Museum and Gallery, Community and Society:History, Human Interest:People,",ABC Shepparton,VIC,Shepparton,museum history furphy water carts,-35.982,145.5974,http://www.abc.net.au/local/photos/2014/08/06/4061922-mediarss.xml, The famous Furphy water carts are there along with a vintage grain harvester and buggy photos spanning more than a century and a hammer with a story called Monday Adam Furphy Managing Director of J Furphy and Sons and Sam Furphy Director of Furphy Foundry say consolidating the artefects into one place has been a labour of love over several years And it given both of them a new appreciation of their family rich history You grow up with it as a kid and young adult and you don't have any real responsibility it just there and I suppose doing this does make you realise we have a family history and a legacy and that why it extra special to be able to do this Adam said The Furphy Museum will be open to the public on August 16th     Interview with Sam Furphy and Adam Furphy about the new Furphy Museum in Shepparton,"images/0323.png"
"Rumbalara, football and a life of leadership",http://www.abc.net.au/local/photos/2014/08/05/4061255.htm,5/08/2014,http://www.abc.net.au/reslib/201408/r1311977_18062901.jpg,"Paul Briggs says the Rumbalara Football Club aims to provide hope for the future, and a sense of the past, for Shepparton's Indigenous youth.",Copyright: ABC | Source: ABC Goulburn Murray | Byline: Nick Fogarty,"Community and Society:Indigenous (Aboriginal and Torres Strait Islander):Aboriginal, Community and Society:Regional, Community and Society:Work, Government and Politics:Indigenous Policy",ABC Goulburn Murray,VIC,Shepparton,"abc, abc goulburn murray, indigenous, rumbalara, aboriginal, shepparton, paul briggs, doug nicholls, football, sport, community, philanthropy, government,",-35.982,145.7974,http://www.abc.net.au/local/photos/2014/08/05/4061255-mediarss.xml, Shepparton Rumbalara Football Netball Club manages to hold onto a strong sense of its Indigenous history while planning for the futures of its current-day youth Surrounding the mural are hundreds of photographs of the local Indigenous community including famous leader and Yorta Yorta man Pastor Sir Douglas Nicholls  and figures from as far back as the 1800s At a table a few metres away from the mural two young men on secondment from a Melbourne consulting firm tap away on laptops as they organise the annual Dungala Kaiela or Defining Shepparton Oration They're doing so under the watchful eye of the Kaiela Institute executive director - and Rumbalara founding President - Paul Briggs a man with a strong grasp on both the past and the future of the club and the Indigenous community it represents Life work</strong> Mr Briggs grew up on Cummeragunja Reserve on the Murray River in southern New South Wales and moved to Melbourne to work in Aboriginal legal aid after leaving school He spent much of the 1970s working and playing suburban football with future Australian of the Year Mick Dodson and his brother Pat who was also destined to be an Aboriginal leader But the pull of northern Victoria proved irresistible and he returned to begin his work with the Indigenous community around Shepparton  Mr Briggs knew the importance of football in creating social cohesion so he set about forming a club where both Aboriginal and non-Aboriginal people were welcomed While they struggled for many years to find a league that would accept them Mr Briggs says the club now plays a key role in providing social and employment opportunities for young Indigenous people We've had to deal with the social stereotypes and relationships and fears that people have of what might be termed the Aboriginal persona or brand he says I would say that people were quite nervous from a business sense about aligning themselves with Aboriginal communityand I think it taken us at least 15 years to build a sense of trust that it a safe thing to do Three years ago it was impossible to get a young Aboriginal person a job in a local supermarket Mr Briggs says but partnerships between business and the football club have changed this He says in the last three years around 70 Aboriginal youth - particularly girls - have been engaged in school-to-work programs across Shepparton and Echuca New leadership</strong> It this kind of work - bridging the ilos of government business and community - that led to a group of Mr Briggs peers rallying around him to form the Fellowship for Indigenous Leadership in 2003 The Fellowship helped to fund his work and now funds similar work of more than a dozen emerging Indigenous leaders around Victoria Douglas Nicholls great-grandson former Essendon footballer Nathan Lovett-Murray was one of the program Emerging Leaders in 2011-12 and is playing with Rumbalara for the 2014 season Mr Briggs hopes the fellowship will allow young leaders to pursue ideas that would be difficult to achieve if they were relying on government salary or funding Aboriginal leadership has predominantly been isolated to the discussions with politicians and bureaucrats around the poverty of Aboriginal people he says It been narrowly built around what might be the political opportunities that might present themselves In the past decade we've worked really hard to bring a broader section of leadership to the table     The founding President of Shepparton Rumbalara Football Club Paul Briggs says the club has played a critical role in providing a social environment for engagement,"images/0324.png"
A blanket of snow for chilly Ballarat,http://www.abc.net.au/local/photos/2014/08/04/4060418.htm,4/08/2014,http://www.abc.net.au/reslib/201408/r1311934_18061608.jpg,Trying to find a park on Mt William.,Copyright: ABC | Source: Supplied | Byline: Neil McCumber,"Weather, Weather:Snowfall,",ABC Ballarat,VIC,Ballarat,"snow, Ballarat",-37.7675,143.8509,http://www.abc.net.au/local/photos/2014/08/04/4060418-mediarss.xml, The first day of August saw snow fall in parts of Victoria including heavy falls in Ballarat Mount Macedon Kyneton Trentham Erskine Falls near Lorne and in the Otways in southern Victoria Many listeners have contributed to the ABC Ballarat and Southwest Victoria Mornings program with their snow photographs,"images/0326.png"
Filming The Secret River,http://www.abc.net.au/local/photos/2014/07/31/4057704.htm,31/07/2014,http://www.abc.net.au/reslib/201407/r1310212_18020174.JPG,Local Michael Jakins gets dirty in the makeup chair,Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Arts and Entertainment:Books (Literature), Arts and Entertainment:Television, Community and Society, Community and Society:History",ABC Gippsland Vic,VIC,Lake Tyers,abc gippsland the secret river miniseries abc television filming set aboriginal massacre history,-37.85,148.0667,http://www.abc.net.au/local/photos/2014/07/31/4057704-mediarss.xml, Filming has started for the ABC miniseries The Secret River based on the award winning book by Australian author Kate Grenville at Lake Tyers in Far East Gippsland Miniseries producer Stephen Luby said the crew searched for a new setting all over Victoria before deciding on the banks of Lake Tyers because of its rugged and untouched bush The Secret River follows the story of husband and wife William and Sal Thornhill in early Australian colonial times It investigates the darker side of that history through the escalating conflicts between white settlers and local Indigenous people Every Australian I feel should have the privilege of being exposed to this story Mr Luby said Before filming started at Lake Tyers local Gunai Kurnai elders performed a welcome to country ceremony Indigenous casting director for the series Angelina Hurley said the elders formed a strong bond with the Indigenous actors during filming They were excited to come to country they were excited to meet mob so for them it been a journey A big journey she said Actors cast in roles came from as far afield as the Kimberley and as local as nearby Lakes Entrance Prominent Indigenous actor Trevor Jameison plays one of the lead roles The story of The Secret River is not too unlike Gippsland own history According to local historian Peter Gardner between 1843 and 1857 the Indigenous population of the area fell from 1800 to just 96; one of the reasons for this was massacres Ms Hurley said a lot of sensitivity was needed in tackling some of the difficult scenes We make sure that we walk through stuff and by the time everyone gets to walk through that bit they're quite comfortableand of course after that there lots of tissues and lots of hugs and lots of support she said The filming also provided an opportunity for locals to be involved and Michael Jakins was one of the extras cast from Lakes Entrance He dressed up in clothes of the 1800s; white shirt black waistband and breeches fake dirt smudged across his face His role was to row a boat through Lake Tyers with a group of extras from all over Victoria I've been a bit nervous because it the first time I've had to do it so I hardly slept last night then I had to take care of my two little daughters this morning and apart from that just sitting around waiting he said He one of a cast and crew of up to 80 who will come and go from Lake Tyers during the 12 days of filming The series will air on ABC television next year,"images/0329.png"
Recognising the first Chinese settlers at Walhalla,http://www.abc.net.au/local/photos/2014/08/01/4058527.htm,1/08/2014,http://www.abc.net.au/reslib/201407/r1310539_18028999.JPG,The last Chinese settler in Walhalla,Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Community and Society, Community and Society:History, Community and Society:Multiculturalism, Lifestyle and Leisure:Food and Cooking",ABC Gippsland Vic,VIC,Walhalla,abc gippsland walhalla chinese migration market garden history food,-37.9333,146.45,http://www.abc.net.au/local/photos/2014/08/01/4058527-mediarss.xml, When Chinese migrants first settled in Walhalla during the 1870s they were frowned upon for being different and were steadily pushed to live on the outskirts of town now locals are trying to find out more about their lives and recognise their contribution to the town history These migrants would often secure their passage to Australia through a trader in China and then would work to repay their debt once settled in their new home The Chinese settlers set up market gardens on the flats of the town and grew vegetables used in Chinese cuisine as well as those that might have been used in European cooking However as the town population grew into the thousands the hundreds of Chinese living in the area were forced to move their gardens further and further out of town The Chinese to a degree were frowned upon they were considered to be different the way they dressed their customs and therefore they weren't necessarily treated in the right matter says Michael Fozard manager of the Walhalla Museum Despite the racism they faced the Chinese settlers continued to provide the town with fresh vegetables and herbs Modern day Walhalla is recognising the contribution of these settlers more than a hundred years later as part of the town Vinter Ljusfest The remnants of their life are still found in Walhalla today bits of pottery opium pipes documents and herbs like apple mint still growing around the area where the market gardens used to be Mr Fozard said there is still much more to be uncovered and researched about their lives in Walhalla Hopefully  more research  will identify what benefits the Chinese gave to this area and the role that they played he said     The tiny historic town of Walhalla is recognising the contribution of Chinese settlers as part of this year Vinter Ljusfest,"images/0332.png"
The pressure is on for young people to get a job: employment services,http://www.abc.net.au/local/photos/2014/07/30/4056892.htm,30/07/2014,http://www.abc.net.au/reslib/201407/r1309700_18008138.JPG,A career in health services? Young people at the Jobskills expo talk to staff from Federation University.,Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Community and Society, Community and Society:Unemployment, Community and Society:Youth, Rural:Rural Youth",ABC Gippsland Vic,VIC,Warragul,abc gippsland young people dole careers youth allowance jobs employment federal government,-37.7606,145.9299,http://www.abc.net.au/local/photos/2014/07/30/4056892-mediarss.xml, Students in West Gippsland got a taste of just how many careers are on offer at an expo near Warragul as employment services say the pressure to find a job for young people is greater than ever This year the focus was on primary industries and health professions Out the front of the expo a horse stood in a small pen grazing on some grass while among the stalls inside students watched a robot move plastic balls around a court The event was organised by the Local Learning and Employment Networks (LLEN) of West Gippsland We're interested in promoting to kids anything that will inspire them create a passion in them to pursue a career says Wendy Major from the South Gippsland and Bass Coast LLEN Following the Federal Budget the government has proposed changes to the indexing of student loans and to the work for the dole and youth allowance payments  Ms Major says this emphasis on finding employment creates stress for young people about making decisions about career pathways It was always difficult for rural kids to embark on that higher education pathway I think now that everything is fee for service there are fewer opportunities for young people to take up funded courses she says Job expos like Jobskills present a broad range of choices alleviating the daunting task for young people in making decisions about their future says Ms Major Another organiser Mick Murphy from the Baw Baw and Latrobe LLEN describes the recent changes by the Federal Government as awkward It putting the blame on young people without balancing that with making sure there are opportunities for them he says,"images/0339.png"
