Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Words,Billboards
Gold Coast accountant swaps office job for outback cattle station,http://www.abc.net.au/local/photos/2014/11/14/4128599.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355705_19021335.JPG,"Governess Cait Weaver with Emily and Henry, who she teaches at Budgerygar Station, south of Yaraka in western Queensland.",Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Business, Economics and Finance:Industry:Accounting, Education:Teachers, Human Interest:People, Rural",ABC Western Queensland,QLD,Yaraka,"cait weaver, yaraka, longreach, budgerygar station, cattle, governess, teaching, outback queensland, career, tree change, gold coast, accounting, rural financial counselling, abc rural, blythe moore, ash moore, abc western queensland",-24.8843,144.0737,http://www.abc.net.au/local/photos/2014/11/14/4128599-mediarss.xml, The life of an accountant on the Gold Coast seems a world away from that of a governess on a remote outback cattle station But 25-year-old Cait Weaver says she was anything but daunted when she swapped her city career for a tree change this year I went and spent a couple of months on my aunt sheep and cattle property and then I decided I really didn't want to go back and sit in an office she said My aunt had told me about governessing which I hadn't heard of before and I looked into that and decided I would do that this year Now her weekdays are spent teaching 10-year-old Emily and six-year-old Henry in a small schoolroom on their western Queensland cattle station and her weekends are spent roaming the outback The biggest nearby town to Budgerygar Station is Yaraka 80 kilometres to the north which has a population of just 17 people It is a very small town but it is a very welcoming community and I know pretty much everyone there now she said I wasn't daunted by going there everyone was really friendly and welcoming She says property life has shown her the joy and excitement that can be found in the small things such as the day the grocery shopping is delivered It more exciting because it mail day as well she said with a laugh I often get quite a few packages in the mail because I do a bit of online shopping The kids really love the mail day as well they always run out to see the mail bus and we always take a break from school to go over there for 15 minutes and say hello Despite the significant pay cut from accounting to governessing Cait plans to spend another year at Budgerygar Station because she says she is collecting fantastic life experiences on the land Further down the track she hopes to become a rural financial counsellor so she can combine her accounting background with her enjoyment of bush life And she says while she loves the outback there is one thing she really misses about the Gold Coast Probably water just seeing the water I suppose she said Just living near the sea for my whole life that something that I miss a bit,"images/0106.png"
The politics of brotherly love,http://www.abc.net.au/local/photos/2014/11/11/4125886.htm,11/11/2014,http://www.abc.net.au/reslib/201411/r1354104_18988080.JPG,"Robert Eckel (left) with his late brother, former Murweh Shire councillor Trevor Eckel (right).",Copyright: ABC | Source: Contributed | Byline: Leonie Eckel,"Government and Politics:Local Government, Human Interest:People,",ABC Western Queensland,QLD,Augathella,"trevor eckel, robert eckel, mechanic, ned and the kellys, cancer, charleville, morven, augathella, local government, politics, election, murweh shire council, councillor, blythe moore, ash moore, abc western queensland,",-25.7943,146.5919,http://www.abc.net.au/local/photos/2014/11/11/4125886-mediarss.xml, Charleville mechanic Robert Eckel never planned to get into politics but when his brother Murweh Shire councillor Trevor Eckel passed away earlier this year he made the difficult decision to follow in his footsteps and run for local government Robert struggles to talk about Trevor without a tear in his eye and cannot bring himself to read tributes to Trevor in a book of photographs made by family members Despite his grief Robert said he knew he needed to run for council after his brother passed away following a battle with cancer He won his brother vacated seat convincingly beating seven other candidates in a by-election held on September 6 Trevor always said to me that he really enjoyed the council I don't know whether he was saying that trying to mentor me into something like that Robert said He was really passionate about it and really enjoyed the council and I knew that he'd be there backing me all the way Robert said he always knew he and Trevor shared similar political views but it has become even clearer now that he was a councillor I'm probably realising it more now than before that we had a fair bit in common with all that stuff he said Robert says his brother was passionate about community consultation and he will work to ensure that council remains transparent He said building sustainable employment in the region was also vital Now that I'm in there I'm more passionate that our town can look for some industries around the place and be ready if there is something going to come out into our town he said We have missed out with past councils with a few things some things have gone to Roma and some things to Longreach and I'd like to make sure that while we're in council that we don't miss out on any of those opportunities that come around Robert said protecting properties from wild dogs was also high on his list of priorities It would be really good to see that we can get on top of this dog situation which seems to be more difficult than what I originally thought he said It would be good to see sheep back in this area and there is talk of it - a few of the places that are fenced around the area are talking about bringing sheep back in - so I think that a positive Robert said he was sure his brother would support him in continuing his work in the Murweh Shire I hope he'd be proud of me,"images/0107.png"
"Welcome to G20, Toowoomba style",http://www.abc.net.au/local/photos/2014/11/14/4128669.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355832_19024100.jpg,"In the Toowoomba phone book the coordinates G-20 land you in Harlaxton, a suburb in north Toowoomba.",Copyright: AAP | Source: ABC Southern Qld | Byline: Peter Gunders,"Community and Society, Government and Politics,",ABC Southern Queensland,QLD,Toowoomba,"G20, toowoomba, politics,",-27.2622,152.4528,http://www.abc.net.au/local/photos/2014/11/14/4128669-mediarss.xml, What do you do if you want some G20 action but don't want the hassle of negotiating the Brisbane traffic or security? Grab a map and head to your local G-20 But politics is hard to escape this weekend as the G20 Leaders Summit is held in the Queensland capital And it is not too long before Ms Chambers starts to let it inspire her conversation Close the borders she said And I'm not talking about immigrants I'm talking about imports Let grow our own food here and sell it here not importing cheap shit from overseas I think of our poor bloody farmers They're building mines everywhere but what going to happen when we've got no food left? It not only agri-politics Ms Chambers weighs in on I don't see why the government doesn't legalise marijuana she said You're not going to stop it so legalise it And I think aged care is a big issue I used to work in a kitchen in aged care where I got paid more than the carers That not right Ms Chambers says she will be content to stay in her own G-20 while world leaders visit Brisbane It a good spot here she said While they are all talking I'll be reading a book or having a good meditation,"images/0108.png"
The iconic watering holes of Mackay,http://www.abc.net.au/local/photos/2014/11/14/4128627.htm,14/11/2014,http://www.abc.net.au/reslib/201411/r1355773_19022833.jpg,Now and then photograph of the Eimeo Hotel in Mackay which features in the book 'Pubs of Mackay 1862-1962'.,Copyright: ABC | Source: | Byline: Daniel Battley,"Community and Society, Human Interest,",ABC Tropical Queensland,QLD,Mackay,"mackay, pubs, motels, history, Glen Hall",-21.355,149.2664,http://www.abc.net.au/local/photos/2014/11/14/4128627-mediarss.xml, When looking into the history of pubs and hotels in Mackay there are a lot of stories to tell Glen says if you're ever lucky enough to win the lottery you can thank one local hotel owner in Mackay for not getting taxed on your winnings That was Albert Langford who owned Langford Hotel Glen said He fought the Federal Government because he used to punt on the horses on the weekend and win money and they tried to say that he was a full-time punter and it was his main income And it wasn't it was just his winnings and he won the High Court case and today any winning earned from lotteries and things like that are not taxed because of Albert Langford fight The Darwin Awards The Darwin Awards are named in honour of Charles Darwin known for his contributions to evolutionary theory The awards acknowledge people who improve the gene pool by removing themselves from it and Glen says he thinks in the past we had a recipient of The Darwin Awards here in Mackay A bloke named John O'Donnell was the publican of a Criterion Hotel which was originally located near the old Pioneer Shire Council on Wood Street Glen said He had decided to go down and check his cask of rum one night and because he couldn't see he lighted a match and of course with volatile liquid and gases he died from injuries caused from an explosion Glen says there has been numerous pub and hotel fires in Mackay throught the years I have recorded 28 of them since settlement so there is probably a few dodgy publicans who thought they would get their insurance money Glenn said And then there are other causes unexplained so yes they are a story in themselves as well Iconic watering holes An iconic hotel that Glen says should be a stand out to all locals is the Duke of Edinburgh on Walkerston Street That is the oldest hotel in the district at the moment and was built in 1882 Glen said It really started when Walkerston was a group of little houses basically so the town has grown tremendously Glen says his favourite hotel is the General Gordon Hotel at Homebush which was built in 1886 It is also one of the oldest in the district and it just a beautiful atmosphere surrounded by all the cane fields and when you go inside the pub the atmosphere is still there he said Glen says if he was to document every interesting character in a story it would be more than 2000 pages long So instead he has created a brief history of the hotels and included some of the anecdotes and stories on some people he found more interesting than the others The next book I plan to release is about the men of Mackay who died during World War I Glen said I have only been working on that one for 21 years so that is in final stages now and should be out before Anzac Day so that should be a labour of love as well,"images/0109.png"
Community divided over water tower makeover,http://www.abc.net.au/local/photos/2014/11/13/4128015.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355391_19014998.jpg,"Some locals have suggested painting the water tower like a giant aspirin. Peregian hill resident Phil does not agree. ""I donﾒt want anything garish or commercial advertising on the site it would devalue, not just commercially speaking but just the whole appearance,"" he said.",Copyright: ABC | Source: ABC | Byline: Jon Coghill,"Community and Society, Community and Society:Urban Development and Planning, Government and Politics:Local Government,",ABC Sunshine & Cooloola Coasts Qld,QLD,Peregian Beach,"Peregian, Peregian water tower, Counsellor Frank Wilkie, Unity Water, Murals Project, Caloundra water tower",-26.6774,153.494,http://www.abc.net.au/local/photos/2014/11/13/4128015-mediarss.xml, A huge concrete water tower has dominated the skyline above a small Sunshine Coast town for decades Now rumour is rife it is about to get a creative facelift But locals can't agree if it a good thing or not Love or hate it the industrial superstructure will be a big brother watching over the community for decades to come But this week there were whispers that someone was looking to paint the entire canvas Counsellor Frank Wilkie has admitted he is the source of the rumour and is seeking community feedback on the idea For years there been talk of wouldn't it be an idea if the tower was beautified in some way'; if it was painted or had a mural put on the side he said I'm investigating whether this is something the Peregian community want to embrace Cr Wilkie says Unity Water which owns the tower has a program aimed at beautifying its infrastructure In the coming weeks the company will paint murals that have been chosen by locals on Caloundra Queen Street water reservoir Unity Water says the Murals Project aims to reduce graffiti and vandalism and the costs associated with repainting They have a team of consulatants and artists that they employ to beautify at the request of the community Cr Wilkie said He says he has spoken to one resident who lives at the base of the Peregian tower who said they wanted a skyscape painted on it But he also met with people who want the tower left alone I talked to one lady who said she preferred the tower stay how it is he said She said it very Jeffrey Smart referring to the Australian painter who paints urban landscapes She said it is very industrial and she likes that so leaving it alone is an option as well Cr Wilkie says no formal process has been initiated I'm just investigating the possibility of it and what needs to happen for Unity Water to get involved he said  They  are meeting with their team of artists next week and they're going to report back,"images/0110.png"
Family tragedy drives Shelleyﾒs passion for healthy living,http://www.abc.net.au/local/photos/2014/11/13/4128038.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355402_19015291.JPG,Shelley Lawton-Williams manages the local pool in Charleville in south-west Queensland and runs regular aqua aerobics classes for local women.,Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Community and Society:Indigenous (Aboriginal and Torres Strait Islander), Health, Human Interest:People,",ABC Western Queensland,QLD,Charleville,"shelley lawton williams, charleville, bidjara, indigenous, aboriginal, torres strait islander, health, murweh shire council, citizen of the year, Marfan's syndrome, blythe moore, ash moore, abc western queensland",-26.407,146.2416,http://www.abc.net.au/local/photos/2014/11/13/4128038-mediarss.xml, Former Murweh Shire Citizen of the Year Shelley Lawton-Williams says the serious health problems that have plagued her family have been a big inspiration in her quest to make her western Queensland town fitter and healthier Seven of her brothers and sisters were born with the genetic disorder Marfan syndrome which affects the body connective tissue A lot of my brothers and sisters are quite tall and they've all had had open heart surgery valves replaced kidney failure she said My brother had a massive heart attack at age 32 my sister died when she was three months old and my dad died when I was three years old Shelley does not carry the gene for Marfan syndrome which she says has driven her to lead a healthy life and help others in Charleville to do the same For the last few years she has run bootcamps aqua aerobics lessons and takes a group of Charleville locals to compete in the Bridge to Brisbane fun run each year A lot of my brothers and sisters can't play a lot of sport they can't do a lot of things that I take for granted every day she said That what really made me passionate about getting in to leading a healthier lifestyle - I've got a choice they don't Shelley who has Bidjara and Torres Strait Islander heritage says she is particularly passionate about helping fellow Indigenous women to empower themselves through exercise I can honestly say the population of Charleville including the Aboriginal and Torres Strait Islander community have really made a change to their health she said I feel in the last 15 years Aboriginal and Torres Strait Islander health in general is improving It never going to be up there the same as mainstream but in Charleville that where I can only speak I feel and I see the community is taking a stance to make sure they're going to live a lot longer A lot of our elders are living longer they're starting to look after themselves That something I'm really passionate about because they're my people,"images/0111.png"
Keen eyes uncover hidden treasures at Gold Coast op shop,http://www.abc.net.au/local/photos/2014/11/13/4127620.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355155_19009500.jpg,"Ceremonial swords, antique crystal ware, brand name handbags, hand-carved chess sets and a walking stick with space for a hidden tipple are just some of the unique items Lifeline's Christine Doran has discovered.",Copyright: ABC | Source: ABC Local | Byline: Damien Larkins,"Community and Society:Charities and Community Organisations, Human Interest, Human Interest:People,",ABC Gold & Tweed Coasts,QLD,Oxenford,"lifeline, treasures, antiques, oxenford, christine doran, gold coast,",-27.8921,153.3135,http://www.abc.net.au/local/photos/2014/11/13/4127620-mediarss.xml, Gold jewellery expensive watches and antiques are some of the rare and unique items that come through For Lifeline Oxenford shop manager Christine Doran these goods are a chance to make a little extra money for the charity The 66-year-old created an annual fundraising auction of treasured items when she started at the store 10 years ago Over the past decade Christine has put her amateur treasure-hunting skills to work sifting through all of the countless donations to the shop It comes through me and if I think that going to be an exciting piece to go in the auction I put it aside she said Not everything makes the cut Rare and interesting donations Ceremonial swords antique crystalware brand name handbags hand-carved chess sets and a walking stick with space for a hidden tipple are just some of the unique items Christine has discovered for this year auction A lot of older people move up to the Gold Coast and then downsize; a lot of them then can't keep the things they have she said However not all of the high value bits and pieces have been unwittingly tossed into the charity bins Possibly some might be but most of the time the people know Christine said A lot of people say they can't donate cash but they would like to contribute to Lifeline coffers so they give us a nice item The extra money raised from the auctions goes straight back to help run Lifeline services We're always in need of more because so many people Australia-wide really need help Christine said If you need help you can contact Lifeline on 13 11 14,"images/0112.png"
Body shape study calls for pregnant women,http://www.abc.net.au/local/photos/2014/11/12/4126933.htm,12/11/2014,http://www.abc.net.au/reslib/201411/r1354714_19001384.jpg,Researchers Jude Maher and Dr Libby Swanepoel testing some of the space age equipment lent to them by sports dietician Dr Gary Slater.,Copyright: ABC | Source: contributed | Byline: USC,"Health, Health:Medical Research, Health:Reproduction and Contraception:Pregnancy and Childbirth, Science and Technology:Research",ABC Sunshine & Cooloola Coasts Qld,QLD,Maroochydore,"University of the Sunshine Coast, Dr Libby Swanepoel, the change study, diet while pregnant",-26.1617,152.9985,http://www.abc.net.au/local/photos/2014/11/12/4126933-mediarss.xml, A researcher needs more subjects for a study into how pregnancy changes a woman body We were hoping to have 40 women but at the moment we've had 14 she said The research team is testing the usefulness of equipment generally used to measure the physical attributes of elite athletes The physical activity is determined through an interview and sensory armband they wear for ten days each trimester Ms Swanepoel said For their body composition we're using gold standard equipment - the bod-pod which is like a rocket-shaped machine It measures the different compartments of the body Ms Swanepoel hopes the study will attract further funding when the small sample is tested To be able to say this is the best diet for pregnancy we need a huge grant to be able to track a lot of women she said Ms Swanepoel believes there are millions of women who would appreciate knowing exactly what to eat during pregnancy I guess that why it needs to be done because different women react so differently during pregnancy you need to be able to see what is it that this woman is eating or what is it about the activity that played a part in how their body has changed she said To be able to be definitive about that we just need lots of women and lots of money Pregnant women wanting to participate can email lswanepo@usceduau phone 0404 060 200 or check the Change Study Facebook page,"images/0113.png"
CBD revamp hurts local businesses,http://www.abc.net.au/local/photos/2014/11/13/4127736.htm,13/11/2014,http://www.abc.net.au/reslib/201411/r1355233_19011581.jpg,Peytonﾒs Place owner Allyce Warren says a lot of businesses are struggling in Mackay's CBD since construction commenced.,Copyright: ABC | Source: | Byline: Sophie Kesteven,"Business, Economics and Finance, Community and Society,",ABC Tropical Queensland,QLD,Mackay,"retail, downturn, shops, Mackay",-21.355,149.2664,http://www.abc.net.au/local/photos/2014/11/13/4127736-mediarss.xml, Since opening her shop in inner-city Mackay three months ago Peyton Place owner Allyce Warren says a lot of businesses are struggling including her own which she expects won't be open for too much longer The first week we opened we were a lot busier but now we only get about a tenth of the people coming through the doors she said Allyce says the real estate didn't inform her about the construction prior to moving into the shop The council came in about three days after we opened to let us know it was starting and that was the first I had heard of it Allyce said Since construction began she says there hasn't been a lot of traffic in the area and she is yet to speak to a business owner who isn't feeling the retail downturn We probably won't be staying open much longer that is how much it has affected us we don't even make the rent at the moment so yes it is very hard Allyce said Differing perspective on change ID Dezine owner Donna Lamprecht owns a clothing store in the heart of the city and says she looks at changes to the CBD in a different light We are having signs of construction we are having signs of growth and we are having signs of activity rather than being dormant and doing nothing Donna said Donna says she has noticed a pull back in customers coming into the city which is to be expected But at the end of the day it is going to be absolutely amazing for all the businesses in the CBD Donna said Donna says both the council and construction company have been great since work initially began in the city centre Despite this she says she hopes landlords jump on board to make the city more beautiful by revamping the outside of their buildings as they are the real winners considering rental prices havent come down The retailers are the ones that are feeling it in the CBD some of them are bleeding and some of them yes are leaving but of course you have new ones coming through as well and it like an evolving situation which happens in the CBD Donna says she thinks the down turn in the retail sector is influenced more so by the mining downturn within the last 12 months Shops in Caneland Central are even feeling it so that has nothing to do with construction Donna said Tourism and Economic Development Councillor Greg Martin says council have been trying to support local businesses since construction initially began We know it tough times in business so council is doing everything Cr Martin said And doing nothing wasn't an option we can't just stand still we need to revitalise the area activate it and make it a vibrant hub Obviously the downturn has well and truly hit so for some people it is frustrating times and some people might blame us for the downturn but it obvious that it the mining boom downturn so we have to take the opportunity now to revitalise and get people back in our city centre None of the roads are being touched; it just a few underground storm water drainage and brand new footpaths street furniture And a lot more outdoor dining precents in Wood Street similar to Palmer Street in Townsville so we have created that environment where people can come outside and dine so that is our aim to make it a vibrant place,"images/0114.png"
Original 'Mary Crocins' crocodile captured,http://www.abc.net.au/local/photos/2014/11/12/4127176.htm,12/11/2014,http://www.abc.net.au/reslib/201411/r1354919_19004907.jpg,This 3.8 metre crocodile was harpooned by rangers in the Mary River on Tuesday night. One crocodile remains in the river system.,Copyright: ABC | Source: Used with permission | Byline: Anne Maddern,"Human Interest, Human Interest:Animals, Science and Technology:Animals, Science and Technology:Animals:Reptiles",ABC Wide Bay Qld,QLD,Maryborough,"news, maryborough, mary river, andrew powells, crocodile, mary crocins",-25.5394,152.7015,http://www.abc.net.au/local/photos/2014/11/12/4127176-mediarss.xml, Queensland Parks and Wildlife rangers have caught a 38 metre male crocodile lurking in the Mary River near Maryborough Andrew Powell Minister for Environment and Heritage Protection says it was caught by rangers doing overnight patrols in two new crocodile boats at Mungar This gentleman had it all to himself pretty much the entire length of the Mary River and all of its fish has been at its mercy and therefore it been very well fed Mr Powell said It been very hard to lure into a trap and attract through the normal baits that we provided What the rangers did overnight is they actually used both boats and were successful in harpooning the crocodile and pulling him in through the boat ramp and removing it from the system The crocodile will be relocated to a crocodile farm near Rockhampton and potentially added to their breeding program It holiday in the Mary River is over it off to a croc farm but I do need to remind locals there is one croc remaining in the system and we'll be looking to track that one down as quickly as possible Mr Powell said I just pass on my congratulations to our rangers the frontline officers out there doing this work It not easy work it odd hours and it often very dangerous and I commend them for what they've done The crocodiles have been targeted for removal as they are south of Boyne River near Gladstone the legislated border of crocodile territory Mr Powells says with one crocodile still in the river system it is important for people to be vigilant when in and near the water to minimise their risk and be croc-safe That is to not throw away fish scraps around boat ramps not be fishing  wading  in the water stay well away from the edge and certainly don't take children or pets down by the water he said Certainly with the warmer temperatures the crocs are being more active with the boats in the system we'll be able to target that last remaining crocodile and look to remove it as quickly as possible ABC Wide Bay reporters first caught a glimpse of Mary Crocins back in 2012,"images/0115.png"
North Queensland primary school wins accolades for five star menu,http://www.abc.net.au/local/photos/2014/11/12/4126872.htm,12/11/2014,http://www.abc.net.au/reslib/201411/r1354696_19000623.jpg,Tuckshop convenor Debbie Van Gervan serves year seven students at the Oonoonba State School. The canteen was named 2014 Queensland Tuckshop of the Year at the weekend.,Copyright: ABC | Source: ABC Local | Byline: Kathleen Calderwood,"Community and Society:Family and Children:Children, Community and Society:Youth, Education:Community Education, Education:Lifelong Learning",ABC North Qld,QLD,Townsville,tuckshop healthy eating state school primary kids junk food,-18.9643,146.4118,http://www.abc.net.au/local/photos/2014/11/12/4126872-mediarss.xml, When you think back to your days of frequenting the school tuckshop you probably have memories of sausage rolls and icy poles The Oonoonba State School tuckshop took out the 2014 Queensland Tuckshop of the Year award at the weekend - the highest accolade for a school tuckshop This year they transformed their menu from two star to five star under the Smart Choices Strategy for healthy food and drink supply They look at all sorts of different things how healthy the menu is how many green items are on that menu P and C president Leandra Boothby said of the awards In improving our menu we set ourselves a goal to go to a four star by year end we employed a new convenor at the beginning of term two our previous convenor had retired implemented a complete brand new menu overhauled it completely We took away all of the prepackaged food and brought in a lot more healthier options and now have a five star menu which has got 81 per cent of items on that menu in the green range We know from research if (students are) eating nourishing food and healthy food they do better in class Students enjoying the change Surprisingly Leandra says the kids have adapted to the new menu easily When you introduce a complete new menu you often expect resistance and we didn't see that she said At lunchtime too we have a lot of over-the-counter healthy options that students can purchase there a fresh fruit smoothie bar where students can come up and choose a fruit and it made into a nice smoothie for them so we took away our old slushy machine and introduced the fruit bar and the kids are loving it We also evaluated what were some of the popular food items and greened them up For example chicken nuggets were very popular so now they're only available one day a week but with a garden salad or fresh fruit salad We took away sausage rolls a lot of our spaghetti is now made on site so we went away from all that pre-packaged (food) to everything being made nutritiously on site; children loved the cheeseburgers so now we make the beef patties on site and they have in them a large portion of chickpeas and kidney beans to make it healthier School captain Rayan Bakker loves the new options I like the healthy hamburgers he said I like the pattie I don't know what in it but I like it There more of a variety here The tuckshop also won three other awards Top 10 Tuckshop 2014; Community Service Award - engaging in the school community; and Smart Choices Menu Award (It) very rewarding for the whole team because it hasn't just been the convenor it been a whole team and community effort to achieve what we can Leandra said I think it important for other schools and P and C and tuckshops across our region to realise we can too achieve this',"images/0116.png"
Curl hangs up his hat one last time,http://www.abc.net.au/local/photos/2014/11/12/4126796.htm,12/11/2014,http://www.abc.net.au/reslib/201411/r1354675_18999972.jpg,Childers Fire Captain Col Santacaterina hangs up his helmet after his over 35 year career in the fire service.,Copyright: ABC | Source: ABC Wide Bay | Byline: Scott Lamond,"Disasters and Accidents, Disasters and Accidents:Emergency Incidents, Disasters and Accidents:Fires, Human Interest",ABC Wide Bay Qld,QLD,Childers,"news, col santacaterina, childers, backpaers fire, queensland fire service, retirement",-25.2387,152.2776,http://www.abc.net.au/local/photos/2014/11/12/4126796-mediarss.xml, Across Queensland it does not matter if you are the lowest ranked officer or the fire commissioner when you turn 65 years old it is time to retire from the Queensland Fire and Emergency Service This is the urban brigade not the rural brigade; you have to retire and a lot of people don't like it but that the fact and it the same for everybody he said It a young man job and that just the way it is Mr Santacaterina or Curl as everybody knows him was born and bred in the small town of Childers He joined the fire service just over 35 years ago and has seen a huge change in the way fires are fought Years ago when I first started we used to go out fighting fires in shorts and a t-shirt he said with a laugh We used to go out years ago no radio no one knew where we were They could just see the smoke on the horizon and said that where they must be It wasn't workplace health and safety oriented I suppose but over the years it sort of got a bit better We'll probably look at it in the next 20 years and think how antiquated the gear was in 2014 Worst night of his life One night in June 2000 Curl pager went off to call him to a job that he now remembers as one of the worst night of his life - the Palace Backpackers Hostel fire where 15 people died He was one of the first on the scene of the fire and knew straight away it was going to be bad I just knew the time was against us because just the way the smoke was coming out I thought this is going to end badly and it did he said There were flames and smoke everywhere and just by the look of the smoke I knew we were going to be in trouble because it was just like it was going to be a flash-up shortly and we had to get as many people out as we could A flash-up is a build up of fire in a room that burns so much it starves itself of oxygen When air is reintroduced it can cause an explosion It can just about blow a building apart Mr Santacaterina said It can be scary it was going to happen I just didn't know when Mr Santacaterina was one of only four Childers firies on the scene; Bundaberg fire crews were delayed due to the heavy fog that evening Four of us turned up for the first call and we all had about 10 jobs each he said We could have lost a lot more I think we were lucky to get away with what we did It was a job it happened It not out of my mind it in the back of my mind but you just push it aside and just get on That was a busy week that week I think we had another two house fires and we had a bad crash on the old Isis River bridge We were that busy we didn't have time to sit back and feel sorry for ourselves Silver linings Mr Santacaterina says there is no getting around that fact that when the fire service is called out it means someone is in trouble But he takes with him some fun memories as well including helping one elderly lady put up her Christmas decorations So we put them up and then she said would you like a rum laced  rum ball  and holy hell! he said We just sat there eating those for a while; we had to leave one fella to drive because I think we were all over the limit had to have been,"images/0117.png"
Keeping the Anzac spirit alive on the 2015 Troop Train,http://www.abc.net.au/local/photos/2014/11/12/4126723.htm,12/11/2014,http://www.abc.net.au/reslib/201411/r1354647_18999335.JPG,"A touring recruiting train at the Wallumbilla railway station, south-west Queensland with some of the town's citizens, c. 1916. http://www.awm.gov.au/collection/H02211/",Copyright: ABC | Source: Australian War Memorial | Byline: Used with permission,"Community and Society:History:World War 1, Event:ANZAC Day, Lifestyle and Leisure:Travel and Tourism, Rural:Rural Tourism",ABC Capricornia,QLD,Blackwater,"Queensland RSL, Returned and Services League, Blackater RSL Lester Anderson, 2015 Anzac Troop Train, Winton, Brisbane",-23.5864,148.8782,http://www.abc.net.au/local/photos/2014/11/12/4126723-mediarss.xml, Queensland returned servicemen want to collect stories and photographs of Anzacs who fought during WWI ahead of Australia centenary of war next year The Queensland RSL is hoping the family members of those who served their country will contribute what they know of their relative story and send through any photographs letters or memorabilia they may have so that it can be collated and displayed on the train Blackwater/Bluff RSL member and Vietnam veteran Lester Anderson says he has been overwhelmed by the response they have had from the public so far I have a bit of a smile at some things and think that definitely the Australian/Anzac spirit but I'm amazed at some of the actions that took place; the selflessness how these guys got their military medals and Victoria Crosses he said I'm a Vietnam veteran myself so it very dear to my heart that these people get honoured and that we carry their memory Calling on Queenslanders Mr Anderson says he hopes the relatives of those who fought during WWI will also travel on the train to share their story in person He says he has personally researched more than 90 soldiers from the central Queensland region and has admired their actions I just researched a bloke they call the butcher from Bluff and he a Military Medal holder and is a Distinguished Conduct Medal holder he said He attained those medals in the one day; George Miller is his name and he just one and we've got quite a number of them through this area Holding onto our WWI stories Mr Anderson says it is becoming increasingly challenging to track down personal items and stories from WWI They're very hard to get unless they've been handed down through the family he said A lot of people have just handed them over to other family members who haven't been very interested and they've just been lost It very hard remembering none of these guys are still alive so they're not around to tell their story so hopefully their families are around to share their story Honouring the Anzacs Mr Anderson says the stories he has come across in his research have hit close to home I think the experience of being to Vietnam it was only a very short war and it wasn't like these guys; I was over there for 12 months these guys were overseas for two and three years he said I had R and R they didn't; they were sort of in the trenches day-in day-out in the mud bullets being fired at them and you take your hat off to them that for sure He says the Anzacs put Australia and New Zealand on the map during WWI because of their fighting spirit Australia doesn't have a great war history we don't go back very far so this is one of the most significant recognition events ever that Australia has participated in he said If you would like to contribute memorabilia or stories from an Australian soldier please contact your local,"images/0118.png"
A home for shearers and politicians: Queenslandﾒs historic Globe Hotel,http://www.abc.net.au/local/photos/2014/11/11/4126292.htm,11/11/2014,http://www.abc.net.au/reslib/201411/r1354385_18994352.JPG,"After standing empty for three years, work recently began on transforming the old hotel into a community cultural centre.",Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Community and Society:History:20th Century, Human Interest:People,",ABC Western Queensland,QLD,Barcaldine,"barcaldine, globe hotel, the workers pub, construction, project, barcaldine regional council, visitor information centre, art gallery, pat ogden, labor party, alp, shearers, shearing industry, blythe moore, abc western queensland,",-23.4545,144.8843,http://www.abc.net.au/local/photos/2014/11/11/4126292-mediarss.xml, There are few people who know the historic Globe Hotel in western Queensland better than Pat Ogden The 86-year-old owned the pub for more than 40 years and remembers it as a shearer hangout and Labor hotspot where everybody knew your name For more than 40 years he was the man behind the bar serving countless shearers in the 1970s and 1980s and welcoming various Labor politicians when they visited the area When I bought it in 1970 it was a shearers pub the shearing was still at its height then he said The shearers always drank there when they were going home at night time I always had shearers staying there And being an ALP and AWU  member  when any big VIP politicians came to town the Labor blokes would always come It was often called the Workers Pub partly due to the Labor political posters Mr Ogden hung on the walls Every time they had an election I always put their posters up and I never threw them away he said I've had them right back since 1970 and I still had them all there Wayne Goss all our premiers and that Mr Ogden sold the pub to the local council three years ago and work recently began on transforming the building into an art gallery and visitor information centre He says even though he no longer owns the building he still wanders into town to have a look at it from time to time Before they started pulling it to pieces for three years it was standing there so odd days I'd go up there and walk around and have a look at the place he said It used to bring back memories Mr Ogden says he thinks the $29 million project to convert the building will be good for the town It'll be great when it finished but I don't think I'll be around when it finished love it'll take a while he said He says he does not miss the pub itself just his customers It wasn't much effort at all  to sell the pub  a lot of people ask me that he said The only thing I miss is the customers I don't miss the pub I miss my friends     Pat Ogden discusses his time behind the bar at the old Globe Hotel in Barcaldine western Queensland,"images/0119.png"
