Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Words,Billboards
"Kalgoorlieﾒs long obsession with horse racing, drinking and debauchery",http://www.abc.net.au/local/photos/2014/09/10/4085011.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1325334_18392010.JPG,An undated photo of the Kalgoorlie Racecourse by JJ Dwyer,Copyright: ABC | Source: Image courtesy of WA Museum Kalgoorlie-Boulder | Byline: Supplied,"Community and Society:History, Sport:Horse Racing,",ABC Goldfields WA,WA,Kalgoorlie,Kalgoorlie Cup Horse Racing Races Race Hannans Handicap History goldfields_history Fashions on the Field Hats Food Drink Boulder Coolgardie,-30.7458,121.4715,http://www.abc.net.au/local/photos/2014/09/10/4085011-mediarss.xml, Think you party hard for Kalgoorlie Cup? In the early 1900s Kalgoorlie Cup celebrations were known to last up to three days Racing has a long history in the Goldfields with the first official race meet held 118 years ago At the height of horse racing popularity there were three racecourses in Kalgoorlie One of the first capital works programs that happened here on the Goldfields was building the racecourse City of Kalgoorlie-Boulder archivist Tim Moore told Kirstyn March on ABC Goldfields  At the height (of racing popularity) we had three racecourse here in town; Kalgoorlie Sommerville and Boulder plus there was also one in Coolgardie The town was all about horseracing and if you didn't go to the races you just weren't living The biggest events were the Kalgoorlie and Boulder Cups Days Mr Moore said with celebrations for both events lasting up to three days each They were seriously big Mr Moore said The winners received 1000 Guineas for a race which was bucket loads of cash The patrons and media in the early 1900s took trackside fashion seriously Over a hundred years ago the ladies were wearing big Downton Abbey style numbers and big hats; it was very different to the skimpy dresses they wear now A lot of the ladies who could afford them got a local dressmaker to make a dress or went to a favourite tailor in Perth A lot of less well-heeled women would have made their own dresses I looked at a copy of the Kalgoorlie Miner from 100 years ago and a whole page was just women fashion and they list peoples names and what they were wearing on the racecourse and it goes into intricate details Much like the distinction between a marquee ticket and a general admin ticket today patrons in the grandstand were treated to lavish food and wine compared with beer for the people outside In the big grandstands they had spreads to die for everything was available including bottles of the finest wines There was beer for the riff raff The Boulder Cup will be on Sunday September 14 followed by the Hannans Handicap on Wednesday September 17 and the Kalgoorlie Cup on Saturday September 20,"images/0379.png"
"Kalgoorlieﾒs long obsession with horse racing, drinking and debauchery",http://www.abc.net.au/local/stories/2014/09/10/4084899.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1325334_18392010.JPG,An undated photo of the Kalgoorlie Racecourse by JJ Dwyer,Copyright: ABC | Source: Image courtesy of WA Museum Kalgoorlie-Boulder | Byline: Supplied,"Community and Society:History, Sport:Horse Racing,",ABC Goldfields WA,WA,Kalgoorlie,Kalgoorlie Cup Horse Racing Races Race Hannans Handicap History goldfields_history Fashions on the Field Hats Food Drink Boulder Coolgardie,-30.7458,121.4715,http://www.abc.net.au/local/stories/2014/09/10/4084899-mediarss.xml, Think you party hard for Kalgoorlie Cup? In the early 1900s Kalgoorlie Cup celebrations were known to last up to three days Racing has a long history in the Goldfields with the first official race meet held 118 years ago At the height of horse racing popularity there were three racecourses in Kalgoorlie One of the first capital works programs that happened here on the Goldfields was building the racecourse City of Kalgoorlie-Boulder archivist Tim Moore told Kirstyn March on ABC Goldfields  At the height (of racing popularity) we had three racecourse here in town; Kalgoorlie Sommerville and Boulder plus there was also one in Coolgardie The town was all about horseracing and if you didn't go to the races you just weren't living The biggest events were the Kalgoorlie and Boulder Cups Days Mr Moore said with celebrations for both events lasting up to three days each They were seriously big Mr Moore said The winners received 1000 Guineas for a race which was bucket loads of cash The patrons and media in the early 1900s took trackside fashion seriously Over a hundred years ago the ladies were wearing big Downton Abbey style numbers and big hats; it was very different to the skimpy dresses they wear now A lot of the ladies who could afford them got a local dressmaker to make a dress or went to a favourite tailor in Perth A lot of less well-heeled women would have made their own dresses I looked at a copy of the Kalgoorlie Miner from 100 years ago and a whole page was just women fashion and they list peoples names and what they were wearing on the racecourse and it goes into intricate details Much like the distinction between a marquee ticket and a general admin ticket today patrons in the grandstand were treated to lavish food and wine compared with beer for the people outside In the big grandstands they had spreads to die for everything was available including bottles of the finest wines There was beer for the riff raff The Boulder Cup will be on Sunday September 14 followed by the Hannans Handicap on Wednesday September 17 and the Kalgoorlie Cup on Saturday September 20,"images/0379.png"
Shotguns transformed into sculpture for new Bunbury art exhibition,http://www.abc.net.au/local/photos/2014/09/08/4083162.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1325980_18405559.jpg,Superintendent Peter Hatch next to the piece he relates to most. A young man with violence in his sights,Copyright: ABC | Source: ABC Local | Byline: SK,"Arts and Entertainment:Contemporary Art, Arts and Entertainment:Visual Art:Painting, Arts and Entertainment:Visual Art:Sculpture, Law, Crime and Justice:Crime Prevention",ABC South West WA,WA,Busselton,"southwest, art, gun, police, firearm, weapon, crime",-33.6537,115.344,http://www.abc.net.au/local/photos/2014/09/08/4083162-mediarss.xml, Symbolic and thought provoking is how the head of South West police sees Of Spears and Pruning Hooks II art which uses confiscated firearms For instance Two Forms of Stillness by Paul Kaptein is a bust size sculpture using wood and gun barrels The hoodie symbolises youth said Superintendent Hatch The piece symbolises the violence youth can feel towards the community As well the gun sight on the peak is a metaphor for having sights set on violence he says It thought provoking I think that it represents the way people are thinking and to be honest why police have to out there Police officers will see much in the exhibition that they can relate to Peter Hatch agrees He points out an untitled piece by Simon Gilby which uses gun parts to sculpt a head I look at that the barrel has been used as part of the brain You wonder what people are thinking when they use firearms Breech 1-5 uses small pieces brightly coloured to resemble a child toy Just goes to show that firearms aren't toys but sometimes people treat them as toys The pieces may look completely innocuous said Superintendent Hatch but they're parts of a firearm so they can be deadly Near to the toys is a gun barrel which explodes into a flower at the reverse end What do we put on graves? he asked Operation Gun Safe Firearms have a duality remarks Superintendent Hatch On the one hand for example they have a legal use on farms but on the other are used in the commission of offences That concerning for us We'd like to see them taken off the street and then if they're used in art like this fantastic There are 1400 registered guns in the Busselton area Police are currently checking the safety and security of those weapons Operation Gun Safe is educational rather than punitive stressed Superintendent Hatch Some aren't secure that firearm could end up in the hands of the wrong people As well he reminds an amnesty is still in place for people to surrender an unregistered firearm provided it hasn't been used in the commission of an offence or reported lost or stolen It may well end up as a piece of art Crimes using guns are not common in the South West says Superintendent Hatch We are concerned that (illicit firearms) will end up being used in the drug trade They may only be for show but there a potential for things to turn pear-shaped and for them to be used If Operation Gun Safe is successful the Superintendent would like to see it extended to other centres in the South West Helping children Forty per cent of exhibition proceeds go towards the Commissioner Bright Blue Foundation supporting sick children Superintendent Hatch explains Since 2010 the charity has raised $125m To see firearms being transformed into art and those proceeds helping sick kids I think that fantastic Of Spears and Pruning Hooks II </strong>is on at the Bunbury Regional Art Gallery till September 30th,"images/0385.png"
Broome's Shinju Matsuri multicultural community parade,http://www.abc.net.au/local/photos/2014/09/08/4083153.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1326642_18418751.jpg,Broome's Chinese float in the 2014 Shinju Matsuri community parade. (7/9/14),Copyright: ABC | Source: ABC Local | Byline: Clancy McDowell,"Community and Society:Community and Multicultural Festivals,",ABC Kimberley WA,WA,Broome,Broome shinju matsuri festival pearl community float parade photos,-17.957,122.2395,http://www.abc.net.au/local/photos/2014/09/08/4083153-mediarss.xml, The culture colour and spectacle of Broome Shinju Matsuri - Festival of the Pearl community parade The famously multicultural community came together to celebrate its past and its present with the annual float parade Cultural and arts associations joined community groups in showcasing their passions and skills on the streets of Broome Shinju Matsuri has its roots in the pearling industry and the cultures of the mostly Asian workers who made Broome a unique Australian town The float parade capped off the opening weekend of what will be a packed week-and-a-half of festival events in and around Broome,"images/0385.png"
Lion dance troupe performs in Broome,http://www.abc.net.au/local/photos/2014/09/08/4083087.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1326656_18419129.jpg,The yellow lion twists and flicks,Copyright: ABC | Source: ABC Kimberley | Byline: Vanessa Mills,"Arts and Entertainment, Arts and Entertainment:Dance, Arts and Entertainment:Performance Art, Arts and Entertainment:Street Art",ABC Kimberley WA,WA,Broome,Kimberley: Breakfast shunde lion dance troupe perth chinese new year shinju matsuri #lovebroome traditional chinse lion dance dragon lucky lettuce,-17.957,122.2395,http://www.abc.net.au/local/photos/2014/09/08/4083087-mediarss.xml, Chasing a lucky lettuce is what a pair of hungry Lions love to do The lion goes for the prize like the lettuce which represents good luck The lion aims for that eats it and spits out the lettuce for prosperity explains Gower He of Shunde Lion Dance Troupe So whoever gets spat on it good luck so don't run away from that Broome was treated to a series of special performances and workshops by the dancing Lions during the town opening weekend of the Festival of the Pearl Shinju Matsuri The Shunde Lion Dance Troupe from Perth formed about five years ago and takes their name from the town of Shunde in the souther Chinese province of Guangdong The Lion dancers do blessings ceremonies and festivals as well as traditional martial art of Kung Fu What we like to do is jump on shoulders; it looks really impressive says Peter Sabatino a lion dancer musician and Kung Fu practioner with Shunde It strenuous Gower He adds Listen to the drumming and traditions of Lion Dancing with Vanessa Mills on ABC Kimberley Breakfast,"images/0386.png"
How the Midwest's 'family railway' opened up the country,http://www.abc.net.au/local/photos/2014/09/06/4082402.htm,6/09/2014,http://www.abc.net.au/reslib/201409/r1326203_18409089.jpg,,Copyright: Audience submitted | Source: | Byline: supplied,"Community and Society:History:19th Century, Community and Society:History:20th Century, Community and Society:Regional,",ABC Mid West WA,WA,Geraldton,"trains, muidwest, midland railways, family railway, history nineteenth century, infrastructure, phillipa roers",-28.7802,114.6132,http://www.abc.net.au/local/photos/2014/09/06/4082402-mediarss.xml, The Midland Railway was built owned and run by local families in the Mimdwest for 70 years earning it the affectionate moniker - the Family Railway Families in the Midwest bargained with the government and trading land for labour allowing the government to open up areas of country through granting large land concessions They came to an agreement and the Midwest locals took on the construction of a 446 kilometre railway line from Midland Junction Railway in Perth to Walkaway and Dongara The Midland Railway was completed in 1894 and was privately owned by locals for 70 years The company was the Midland Railway company of Australia and it operated the rail system until 1964 when it was acquired by th e Western Austarlian Government Railways This allowed the development of towns and farms along the rail line northern route Last year the Carnamah Historical Society Rail Heritage WA Walkaway Station Museum and author Philippa Rogers came together to collect memories and stories of the railway Philippa says there was really something special about the Midland Railway Company (The Midland Railway Company) didn't play by the rules that we would see today They would stop (the train) and drop the mail by somebody farm Or pick up something from the chemist and drop that off she told Glenn Bardon on ABC Midwest and Wheatbelt They'd stop and let people pick wildflowers (The Company) ran a railway but it was human The result of Philippa work is a beautiful book called Memories of the Midland Railway Company of Western Australia',"images/0387.png"
"Water aplenty in the South West, for now",http://www.abc.net.au/local/stories/2014/09/05/4081981.htm,5/09/2014,http://www.abc.net.au/reslib/201409/r1325881_18403586.jpg,Drinking water dams in the South West are at 86 per cent capacity overall,Copyright: ABC | Source: ABC Local | Byline: SK,,ABC South West WA,WA,Collie,"southwest, dam, water, weather",-33.3633,116.1547,http://www.abc.net.au/local/stories/2014/09/05/4081981-mediarss.xml, As Wellington Dam overflows the South West is being treated to a spectacle unique to WA However it may be rarer sight in the future Mundaring Weir in the Perth Hills is also a concrete structure which overflows from the top but said Phil Kneebone on South West Mornings I think we've given up on that ever going over again The last time it topped the wall was in 1996 Thousands of people will have their cameras out to capture the stunning lace curtain effect of the water cascading down the 34m slope At 367 metres long the effect is large scale Wellington is not the only dam full at the moment to the satisfaction of the official water watchers Tanjannerup at Nannup Big Brook in Pemberton and Greenbushes are at capacity The overall drinking water holding in the South West is at 86 per cent says Phil Kneebone which is three per cent higher than last year However he notes that Harris River Dam a short distance from Wellington is only at 52 per cent It shows how the rain even if it really heavy can miss some areas The Harris is the drinking water supply for Collie and parts of the Great Southern while Wellington is currently used solely for recreation owing to high salinity levels Secure water supply has been a concern for some time in the region According to Water Corporation Regional Manager John Janssen dams will continue to play a role as a water source for some locations However we expect they will become less reliable due to climate change and increasingly used for storage in conjunction with other sources There are some sites in the South West where small dams could be built However there would be considerable environmental and social impact assessments required before sites could be selected and any dams built In the South West currently ground water and desalination are some alternative sources that are being used Meanwhile for those taking the trip to see Wellington Dam Phil Kneebone has a word of caution Areas around the dam will be very slippery and traffic management will be in place Take note of the signs and use common sense he says Otherwise enjoy,"images/0387.png"
Wildflowers of the Great Southern,http://www.abc.net.au/local/photos/2014/08/22/4072473.htm,22/08/2014,http://www.abc.net.au/reslib/201409/r1325461_18394930.JPG,"Grevillea concinna, Red Combs, found on a sand track at Cape Arid. This species was first collected at Lucky Bay in Jan 1802.",Copyright: ABC | Source: Supplied | Byline: Ruth Byrne,"Arts and Entertainment:Photography, Lifestyle and Leisure:Gardening:Flower/Foliage,",ABC Great Southern,WA,Albany,"wildflowers, flowers, great southern, great southern flowers,",-35.0239,117.8805,http://www.abc.net.au/local/photos/2014/08/22/4072473-mediarss.xml, As the wildflower season blooms we are showcasing your photographs from across the region Take a look through the gallery at wildflowers submitted by listeners and readers around the region On roadsides out in the paddocks and in local community gardens native wildflowers are unfurling and getting ready to bloom The winners of this year competition received tickets to a long table lunch a cooking class passes to wildflower tours around the region and other prize packs The competition is finished for the year but please keep sending us through your snaps throughout the rest of the season,"images/0388.png"
The man behind the camera that captured early Goldfields life,http://www.abc.net.au/local/photos/2014/09/04/4081125.htm,4/09/2014,http://www.abc.net.au/reslib/201409/r1325304_18391213.JPG,A portrait of photographer John Joseph Dwyer in the Faces from the Front Exhibition at the WA Museum Kalgoorlie-Boulder,Copyright: ABC | Source: Image Courtesy of WA Museum Kalgoorlie-Boulder | Byline: Supplied,"Arts and Entertainment:Photography, Community and Society:History,",ABC Goldfields WA,WA,Kalgoorlie,John Joseph Dwyer JJ Kalgoorlie Boulder History Photography Photo Photographer early life mining mine goldfields_history History,-30.7458,121.4715,http://www.abc.net.au/local/photos/2014/09/04/4081125-mediarss.xml, A prospector prolific photographer and allegedly an occasional plagiariser JJ Dwyer was the man to see if you wanted to be photographed in the early 1900s At 15 he left for the Tasmanian tin mines to serve as a blacksmith for five years and developed an interest in photography as a hobby when he was 21 in 1890 In 1896 Dwyer headed west to the Goldfields and went prospecting near Coolgardie in order to raise the capital to open a photography studio In 1900 he made the move to Kalgoorlie and opened a studio in partnership with ED Joshua becoming the eighth recorded photographer of Kalgoorlie-Boulder It wasn't until 1903 that he set up his own studio in the Park Buildings on Hannan Street next to the Palace Hotel From there he photographed people from all walks of life as well as taking his large heavy cameras out into the field to capture streetscapes social gatherings mine sites and all aspects of life in early Kalgoorlie The go-to photographer</strong> He was the premier photographer the Lord Snowdon of the Goldfields WA Museum Kalgoorlie-Boulder manager Zoe Scott said People went to him from Prime Minister Andrew Fisher who had a studio portrait taken by Dwyer in 1913 about the time they were turning the sod for the Trans Australian railway lines and down Ladies would go to him because they swore he took 20 years off your age and made you look much better because he knew how to use props and light Dwyer was commissioned by mine sites to take photos including panoramas to use in prospectuses and annual reports and to send back to the offsite bosses Every local government councillor and official was photographed by Dwyer He also photographed events including turning the water on after the completion of the Goldfields Water Supply Scheme in 1903 as well as social occasions He did portraits of people in fancy dress costume there was a roller skating fancy dress ball and there a photo of a butterfly man who looks so embarrassed He standing there in tights an embroidered jumper and on roller skates with antennae coming out of his ears It not attractive Ms Scott said When outside his studio he wasn't afraid to experiment with effects and angles getting up on scaffolding and photographing subjects out of second-storey windows Dwyer studio</strong> Dwyer studio on Hannan Street holds a lot of clues to the kind of work he did according to Ms Scott It was a very light-filled room he actually had a glass ceiling and wall so that light could come in There were a lot of furniture props; different kinds of chairs settees Edwardian pot plant stands There would be some theatrical props such as bunches of paper or silk flowers or lengths of tulle and there a painted backdrop Dwyer used two backdrops as well as a curtain that could be draw or pulled aside Every item in his studio had a place Ms Scott said alluding to his meticulous and orderly personality He used large cameras typical of the era that captured images on glass plate negatives The abundance of Dwyer inscription on early Goldfields photographs can make it appear as though he was the only or one of few photographers at the time But this was not the case At one stage there was up to 76 photographers on the Goldfields Ms Scott said By the time Dwyer really hit his stride 1908 to 1914 there weren't as many There were plenty of other photographers but he just did the best job But competition was fierce Dwyer wasn't above copying and reprinting other peoples photographs and putting his name to it Ms Scott said We've got a photo album of Ray Miller photographs and there are a couple of them that we've seen in the Dwyer collection as well There is no information on what Dwyer charged his clients Ms Scott said but he was a wealthy man throughout his life As a single man he had few living expenses and was a very successful photographer and prospector Leaving Kalgoorlie</strong> After 14 years in business Dywer sold his studio to TF Mackay In the preceding years he had other interests serving on the Kalgoorlie Municipal Council from 1915-1917 as well as being a director of the Kalgoorlie Brewing and Ice Company He left Kalgoorlie for Perth where he set up a studio on Hay Street and became engaged to a much younger woman who later broke it off Dwyer couldn't stay away and was later advised by the Criminal Court to stop contacting the young woman Ten years later he left Australia to travel and photograph the world leaving behind perhaps the largest known collection of Goldfields photographs (Reference material In Old Kalgoorlie The Photographs of J J Dwyer by Robert Pascoe Frances Thomson and An Everyday Transcience The Urban Imaginary of Goldfields Photographer John Joseph Dwyer by Phillip Goldswain William Taylor),"images/0389.png"
The shipwreck coast still revealing its secrets after 300 years,http://www.abc.net.au/local/photos/2014/09/04/4080865.htm,4/09/2014,http://www.abc.net.au/reslib/201409/r1325118_18386882.jpg,"The Zeewijk is one the Dutch ships wrecked along the caost and still revealing secrets about history of exploration, contact and trade from hundreds of years ago.",Copyright: ABC licensed | Source: supplied | Byline: WA Museum,"Community and Society:History:18th Century, Community and Society:Regional, Human Interest:Offbeat,",ABC Mid West WA,WA,Geraldton,"shipwrecks, midwest, resrch, dutch east indies, Dr Michael 'Mack' McCarthy, WA Museum,",-28.7802,114.6132,http://www.abc.net.au/local/photos/2014/09/04/4080865-mediarss.xml, The Midwest hipwreck coast continues to reveal secrets of early Dutch explorers and their contact with the Australian Mainland 300 hundred years ago Its rich heritage and adventurous stories keep luring him back under the water to explore and research the Dutch wrecks While the Batavia is the most well known of the Dutch ships it is not the only wreck off the West Australian Midwest coastline In 1629 the Batavia was the first Dutch ship to be wrecked off the Abrolhos Islands It was re-discovered and explored in 1963 but fifty years later it is still revealing its secrets The Batavia has left a legacy in the WA Museum stunning display of relics and artefacts But Mack personal favourite wreck is the story of the wreck of the Zuytdorp from 1712 Dr Mack McCarthy spoke with Glenn Barndon on ABC Midwest and Wheatbelt Mornings prior to his lectures on the maritime archaeology and the wrecks with the WA Museum in Geraldton As a former safety diver he was well prepared to dive the wrecks but was unprepared for the fascinating history he would discover When I joined the museum I thought it'll be okay for a couple of years he said I never thought it would continue for so long and never did I think there would be such a growth of knowledge as there has been in the last few years Mack has a soft spot for the Zuytdorp and has been studying that wreck since 1986 He been particularly interested in the question of whether people came to shore and at possible interactions between the local people and Europeans They definitely got ashore There no doubt about that says Mack He credits Phil Playford and Kate Morse with much of the archaeological and research work done in that area There is more work being done on the outcomes of that contact genealogy and the people expansion into new areas Mack is amazed at how much knowledge is continually gained from the wrecks The history related to the Dutch East Indies ships spans the globe as well revealing stories of contact here on the coast in an area untouched by Europeans It been like mushroom of late he says of the continual growth in knowledge not just locally but globally However until relatively recently there was little interest in the wrecks I think the Dutch were wondering what were these crazy West Australians doing with this wreck that was only 300 years old he says However after some research was done on the Batavia  they suddenly realised they had this enormous story that us West Australians were very keen on and then they started to study the history themselves building a replica Even after decades of working on the wreck stories Mack still maintains his vivid enthusiasm It this enormous maritime story It an amazing tale of goodies and baddies It got everything going for it,"images/0390.png"
Wild flowers of the Goldfields-Esperance region,http://www.abc.net.au/local/photos/2014/09/03/4080322.htm,3/09/2014,http://www.abc.net.au/reslib/201409/r1324744_18379322.jpg,Sturt Desert Peas at Southern Hills Station,Copyright: ABC licensed | Source: Alan Carmichael | Byline: Supplied,"Lifestyle and Leisure:Gardening:Flower/Foliage,",ABC Goldfields WA,WA,Kalgoorlie,Goldfields Wild Flowers Kalgoorlie Norseman Esperance Season Spring Strurt Desert Peas,-30.7458,121.4715,http://www.abc.net.au/local/photos/2014/09/03/4080322-mediarss.xml, From Laverton to Esperance the wild flowers are in full bloom The West Australian wild flower season begins in June in the north of the state and sweeps downwards to finish in the south in November Stunning colours and species pop up along the roadsides near town as well more remote areas Share your photos of Goldfields wild flowers with us on Facebook,"images/0391.png"
Kimberley Station deeds handed to Broome's Traditional Owners,http://www.abc.net.au/local/photos/2014/09/03/4080097.htm,3/09/2014,http://www.abc.net.au/reslib/201409/r1324619_18376474.jpg,"Business as usual for the cattle operation, greater environmental protection and access to the station for Yawuru people to carry out cultural activities",Copyright: ABC | Source: ABC Kimberley | Byline: Vanessa Mills,"Community and Society, Community and Society:Indigenous (Aboriginal and Torres Strait Islander), Community and Society:Indigenous (Aboriginal and Torres Strait Islander):Indigenous Culture, Community and Society:Indigenous (Aboriginal and Torres Strait Islander):Land Rights",ABC Kimberley WA,WA,Roebuck,roebuck plains station roebuck station yawuru cattle industry kimberley Kimberley: Breakfast broome traditional owners indigenous land corporatiion pat dodson dawn casey,-17.9833,122.6,http://www.abc.net.au/local/photos/2014/09/03/4080097-mediarss.xml, Roebuck Plains station an iconic pastoral station near Broome has been handed back to the traditional owners of the country the Yawuru in a joyful celebration on country Roebuck Plains Station covers about 275 thousand hectares and runs up to 20 thousand head of cattle The vast flat plains bordering Broome are awash in the wet season with baby barramundi and newly hatched birds in nests floating on water In the dry season it full of cattle In a package worth $15m the Indigenous Land Corporation has handed over the station the adjacent commercial cattle yards which hold up to 8000 head before export out of Broome Port and land locally known as the OTC Block In front of the corrugated iron station homestead the ILC which has owned it for almost 15 years signed the lease over to Nyamba Buru Yawuru Corporation Pat Dodson Nyamba Buru Yawuru Corporation chairman said that it would be business as usual for Roebuck cattle station and yards NBY would in fact lease back the management of the station to the ILC An Indigenous Protected Area will be declared over part of the station lease that has a particularly sensitive environment There would be opportunities for horticulture for tourism and for Yawuru people to conduct cultural activities We can build a globally recognised management regime of an interconnected marine and terrestrial environment that will incorporate one of the most productive cattle properties in northern Australia Professor Dodson said in his speech In 2006 Yawuru were recognised as native title holders of the Broome area; more than half that land was covered by Roebuck Plains Station and contained significant sites Amongst the 100 strong crowd were Yawuru traditional owners Valerie Sibosado and Louisa Collins We are so happy so extremely happy said Valerie as tears begin to fall We've finally got our land back and we can live peacefully,"images/0391.png"
Don't stick your fingers down my throat: epilepsy awareness,http://www.abc.net.au/local/photos/2014/09/02/4079229.htm,2/09/2014,http://www.abc.net.au/reslib/201409/r1324085_18362805.jpg,Trent Caldwell has had to face the challenges of living with epilepsy. (28/8/14),Copyright: ABC | Source: ABC Local | Byline: Ben Collins,"Health:Diseases and Disorders:Epilepsy,",ABC Kimberley WA,WA,Broome,epilepsy action advice what to do tips seizure trent caldwell louise clarke North West WA: Mornings medical health epileptic,-17.957,122.2395,http://www.abc.net.au/local/photos/2014/09/02/4079229-mediarss.xml, Living with epilepsy can be a major challenge but we can all make it a little easier by knowing what we should do during a seizure When I was 17 I had my first epileptic seizure I was actually waiting in line at McDonalds I'd just ordered my big mac; I'd already paid for it and then just click out of the blue I'm out And then in five minutes I'm waking up and I'm on the floor I've totally lost all bowel control and again bitten my lip he told Hilary Smale on ABC North West WA Mornings In one moment the developing foundations of Trent physical and social confidence were rocked to the core Suspicions that he had experienced an epileptic seizure were confirmed a couple of months later when it happened again But diagnosis and treatment took many more months as Trent neurologist tried to pin down what was happening in his brain It was life-changing I couldn't go a day without knowing Am I going to have a seizure today? I had to tell all my work-mates all my friends if I do have a seizure exactly what to do Complex condition Epilepsy Action Australia Louise Clarke said that Trent experience is typical because epilepsy is not a simple condition Epilepsy is a really complex condition There are over 43 different types of seizures and people like Trent can have two seizure types or even up to four five or six different seizure types she says Between seizures the brain of a person with epilepsy functions quite normally making it hard for neurologists to pinpoint the particular problem and the right medication to control it This means that one role for people witnessing a seizure is to take note of exactly what happens During a seizurethe person loses awareness quite often so we need to have a good eyewitness account of the events that happen says Louise Impacts of epilepsy Although Trent loses awareness during a seizure he all too aware afterwards that something quite traumatic has just happened When I have a seizure I'm obviously unconscious and I wake up and your entire body feels like you've just run a marathon Usually I would bite my tongue as well or my cheek and that would cause quite a lot of blood to be in my mouth It a scary experience he says Beyond the physical experience of a seizure a person suffering from epilepsy also has to cope with the psychological impact of the condition Trent had to come to terms with the knowledge that something about his brain was causing these dramatic events I feel a bit odd knowing that I've got some sort of mental medical condition; you feel like you're the odd one out wherever you really go Although Trent epilepsy is largely under control the chance that a seizure could strike at any time forces him to broach the issue continually The majority of people I talk to know what epilepsy is and they know that you have seizures But they've got absolutely no clue on how to deal with one if one does occur I always have to go and describe it I'm going to fall to the ground I'm going to flop around like a fish Do not put your fingers down my throat just remove all obstacles Best advice It a conversation Trent compelled to have partly to help people who may witness a seizure but also to try and protect his own safety No mates of mine have ever seen a seizure I wouldn't feel a hundred per cent that if I have a seizure that I would be in safe hands I do feel like someone going to try and help me  While Trent wants people to know they should minimise the harm that may come during a seizure by removing obstacles and insuring no one attempts CPR or other inappropriate actions the advice he gives most emphatically is as much for your benefit as his Biggest thing I can say Don't stick your fingers down my throat I'm not going to choke on my tongue I'll just bite your fingers off instead; my dad learnt the hard way on that one Epilepsy Action Australia first aid guide for convulsive seizures Remain calm Stay with the person Time the seizure Protect the person from injury especially the head Roll into recovery position after jerking stops OR immediately if food/fluid/vomit in mouth Maintain privacy and dignity Observe and monitor breathing Gently reassure until recovered Don't put anything in their mouth Don't restrain the person Don't move the person unless in danger Don't apply CPR,"images/0399.png"
Call for young conservationists to join Walkatjurra Rangersﾒ Green Army,http://www.abc.net.au/local/photos/2014/09/01/4078428.htm,1/09/2014,http://www.abc.net.au/reslib/201409/r1323575_18349112.jpg,"The junior rangers worked alongside Dr Nic Dunlop to run a ghost net over Wutukumpu spring, trapping, measuring and identifying up to seven species of bat.",Copyright: ABC licensed | Source: Walkatjurra Rangers | Byline: Supplied,"Community and Society:Indigenous (Aboriginal and Torres Strait Islander):Aboriginal, Environment:Environmental Management, Environment:Land Management,",ABC Goldfields WA,WA,Leonora,Walkatjurra Rangers Junior Youth Conservation Environment Land Management Leonora Goldfields Aboriginal Wildlife Birds Lizards Bats Lake Forrest Nature Reserve,-28.8869,121.3297,http://www.abc.net.au/local/photos/2014/09/01/4078428-mediarss.xml, Spending time on country trapping measuring and identifying bats birds and lizards is all in a week conservation work for the Walkatjurra junior rangers The Walkatjurra Rangers (WRs) have worked for 10 years on land management multimedia and art projects around the north eastern Goldfields Aboriginal anthropologist and businessman Kado Muir told Kirstyn March on ABC Goldfields  They do project work using traditional knowledge to enhance environmental preservation in the area We recently went out with senior environmental scientist Dr Nic Dunlop and our junior rangers sighted a rare migratory bird that has only been seen five times in WA since 1909 All up it was a successful fieldtrip to document and record animals in a cultural and natural environment subject to intense pressures from mining and exploration companies We're doing some really interesting work in environmental traditional knowledge based land management activities The WRs have recently received Federal government funding for a Green Army project which creates opportunities for 17-24 year olds to contribute to the community on environmental and heritage projects Mr Muir said the WRs will be recruiting young people to help with three upcoming projects the first of which involves implementing a management plan for Mt Leonora One of the issues in Mt Leonora of course is vehicle traffic going up the hill Four wheel drivers can't help themselves they have to drive up and what that then does is two things; it impacts on the heritage value but it also creates a major erosion problem If that not controlled we might see Mt Leonora washed away in the next big rain Mr Muir said the WRs ire hoping to recruit young people from Leonora but also from Wiluna Menzies and Laverton to join the 26 week Green Army program We're aiming at commencing in November Mr Muir said We're basically hoping to give these kids some very valuable work experience and (hopefully) they go away with skills and (can) be employed with our other projects or elsewhere To get involved call Kado Muir on 08 9467 6046,"images/0402.png"
